word_index,word,start,end,speech_region_index,sentence_index
0,i,0.520000,0.620000,0,-1
1,expected,0.620000,1.180000,0,-1
2,the,1.180000,1.250000,0,-1
3,journey,1.250000,1.690000,0,-1
4,to,1.690000,1.830000,0,-1
5,feel,1.830000,2.340000,0,-1
6,endless,2.380000,3.180000,0,-1
7,yet,3.740000,4.000000,1,-1
8,every,4.110000,4.420000,1,-1
9,stop,4.420000,4.880000,1,-1
10,brought,4.880000,5.130000,1,-1
11,something,5.130000,5.540000,1,-1
12,memorable,5.540000,6.240000,1,-1
13,a,6.750000,6.830000,2,-1
14,friendly,6.830000,7.250000,2,-1
15,conversation,7.250000,8.260000,2,-1
16,a,8.670000,8.730000,3,-1
17,beautiful,8.730000,9.250000,3,-1
18,view,9.250000,9.800000,3,-1
19,an,9.940000,10.140000,4,-1
20,excellent,10.190000,10.680000,4,-1
21,meal,10.680000,11.180000,4,-1
22,or,11.640000,11.780000,5,-1
23,a,11.780000,11.840000,5,-1
24,story,11.840000,12.430000,5,-1
25,i,12.430000,12.500000,5,-1
26,had,12.500000,12.730000,5,-1
27,never,12.730000,13.010000,5,-1
28,heard,13.010000,13.480000,5,-1
