EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,22_MBP,MBP,bangkok,0,0,0,0.0301558,0.0477159,1,SimpleBudgetV1
1,07_Aa,AAA,bangkok,0,0,0.0438629,0.11514,0.251593,0.86,SimpleBudgetV1
2,09_Oh,OOO,bangkok,0,0,0.0857677,0.129631,0.340828,0.82,SimpleBudgetV1
3,07_Aa,AAA,has,1,0,0.167726,0.193146,0.571014,0.86,SimpleBudgetV1
4,24_Tongue_Th,FVS,the,2,0,0.215576,0.23053,0.70588,0.42,SimpleBudgetV1
5,06_Eh,EEE,the,2,0,0.244735,0.271651,0.817086,0.74,SimpleBudgetV1
6,07_Aa,AAA,grand,3,0,0.319834,0.373832,1.0976,0.94,SimpleBudgetV1
7,22_MBP,MBP,palace,4,0,0.387705,0.420602,1.279,1,SimpleBudgetV1
8,07_Aa,AAA,palace,4,0,0.405524,0.443904,1.34406,0.86,SimpleBudgetV1
9,07_Aa,AAA,palace,4,0,0.434309,0.505587,1.48721,0.94,SimpleBudgetV1
10,04_Ih,EEE,stunning,5,1,0.592316,0.632274,1.93769,0.68,SimpleBudgetV1
11,18_Uh,AAA,stunning,5,1,0.611142,0.654174,2.00213,0.68,SimpleBudgetV1
12,14_ChJjSh,FVS,stunning,5,1,0.650717,0.684528,2.11278,0.661,SimpleBudgetV1
13,04_Ih,EEE,stunning,5,1,0.633811,0.713728,2.13223,0.22,SimpleBudgetV1
14,04_Ih,EEE,stunning,5,1,0.687601,0.733707,2.24896,0.651521,SimpleBudgetV1
15,07_Aa,AAA,and,6,1,0.768972,0.794393,2.47374,0.86,SimpleBudgetV1
16,04_Ih,EEE,historic,7,1,0.82243,0.871028,2.67958,0.84,SimpleBudgetV1
17,14_ChJjSh,FVS,historic,7,1,0.893458,0.934579,2.89253,0.703,SimpleBudgetV1
18,04_Ih,EEE,historic,7,1,0.872897,0.970093,2.91619,0.22,SimpleBudgetV1
19,04_Ih,EEE,historic,7,1,0.938318,0.994393,3.05816,0.781399,SimpleBudgetV1
