index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,05_Ay,i'm,0,0,0,0.019231,0.940000,AY,0,cmu_ay
1,22_MBP,i'm,0,0,0,0.057692,1.000000,M,1,cmu_bilabial
2,07_Aa,not,1,0,0,0.115385,0.920000,AA,1,cmu_open_vowel
3,14_ChJjSh,sure,2,0,0,0.166667,0.820000,SH,0,cmu_affricate_sibilant
4,11_Oo,sure,2,0,0,0.192308,0.920000,UH,1,cmu_oo_vowel
5,12_Ww-Oo-,what,3,0,0,0.243590,0.880000,W,0,cmu_w
6,07_Aa,what,3,0,0,0.269231,0.920000,AH,1,cmu_open_vowel
7,11_Oo,you,4,0,0,0.365385,0.920000,UW,1,cmu_oo_vowel
8,22_MBP,mean,5,0,0,0.397436,1.000000,M,0,cmu_bilabial
9,03_Ee,mean,5,0,0,0.423077,0.920000,IY,1,cmu_front_vowel
10,22_MBP,by,6,0,0,0.480769,1.000000,B,0,cmu_bilabial
11,05_Ay,by,6,0,0,0.519231,0.940000,AY,1,cmu_ay
12,22_MBP,bailies,7,0,0,0.550000,1.000000,B,0,cmu_bilabial
13,06_Eh,bailies,7,0,0,0.573077,0.920000,EY,1,cmu_eh_vowel
14,03_Ee,bailies,7,0,0,0.619231,0.500000,IY,3,cmu_front_vowel
15,07_Aa,can,8,1,1,0.692308,0.920000,AE,1,cmu_open_vowel
16,11_Oo,you,9,1,1,0.788462,0.920000,UW,1,cmu_oo_vowel
17,06_Eh,clarify,10,1,1,0.876374,0.920000,EH,2,cmu_eh_vowel
18,20_FV,clarify,10,1,1,0.958791,0.960000,F,5,cmu_fv
19,05_Ay,clarify,10,1,1,0.986264,0.940000,AY,6,cmu_ay
