index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.541500,0.609000,0.676500,03_Ee,greece,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
1,0.811500,0.879000,0.946500,07_Aa,has,1,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
2,1.061500,1.129000,1.196500,07_Aa,yummy,2,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
3,1.137500,1.190000,1.242500,22_MBP,yummy,2,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
4,1.246500,1.314000,1.381500,03_Ee,yummy,2,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
5,1.339500,1.387000,1.434500,14_ChJjSh,gyros,3,0,0,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
6,1.399000,1.454000,1.509000,05_Ay,gyros,3,0,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
7,1.486500,1.554000,1.621500,09_Oh,gyros,3,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
8,1.646500,1.714000,1.781500,07_Aa,and,4,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
9,1.852500,1.905000,1.957500,22_MBP,beautiful,5,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
10,2.026500,2.094000,2.161500,11_Oo,beautiful,5,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
11,2.260000,2.310000,2.360000,20_FV,beautiful,5,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
12,2.524000,2.579000,2.634000,05_Ay,islands,6,0,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
13,3.423800,3.491300,3.558800,12_Ww-Oo-,want,7,1,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
14,3.473800,3.541300,3.608800,07_Aa,want,7,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
15,3.596500,3.664000,3.731500,07_Aa,a,8,1,1,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
16,3.689500,3.737000,3.784500,14_ChJjSh,chip,9,1,1,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
17,3.781500,3.849000,3.916500,03_Ee,chip,9,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
18,3.852500,3.905000,3.957500,22_MBP,chip,9,1,1,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
19,3.951500,4.019000,4.086500,11_Oo,to,10,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
20,4.236500,4.304000,4.371500,07_Aa,snack,11,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
21,4.471500,4.539000,4.606500,07_Aa,on,12,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
