word_index,word,start,end,speech_region_index,sentence_index
0,when,0.280000,0.460000,0,-1
1,the,0.460000,0.530000,0,-1
2,power,0.530000,0.920000,0,-1
3,failed,0.920000,1.440000,0,-1
4,the,1.930000,2.020000,1,-1
5,hallway,2.020000,2.440000,1,-1
6,became,2.440000,2.800000,1,-1
7,completely,2.800000,3.400000,1,-1
8,dark,3.400000,3.810000,1,-1
9,however,4.300000,4.730000,2,-1
10,the,4.730000,4.850000,2,-1
11,emergency,4.850000,5.420000,2,-1
12,lamps,5.420000,5.780000,2,-1
13,came,5.780000,6.030000,2,-1
14,on,6.030000,6.210000,2,-1
15,within,6.210000,6.480000,2,-1
16,seconds,6.480000,7.020000,2,-1
17,and,7.430000,7.570000,3,-1
18,everyone,7.610000,8.000000,3,-1
19,followed,8.000000,8.380000,3,-1
20,the,8.380000,8.460000,3,-1
21,marked,8.460000,8.810000,3,-1
22,path,8.810000,9.120000,3,-1
23,outside,9.120000,9.650000,3,-1
24,without,9.650000,9.970000,3,-1
25,confusion,9.970000,10.610000,3,-1
