word_index,word,start,end,speech_region_index,sentence_index
0,i,0.750000,0.840000,0,-1
1,checked,0.840000,1.160000,0,-1
2,the,1.160000,1.260000,0,-1
3,lock,1.260000,1.520000,0,-1
4,twice,1.520000,1.960000,0,-1
5,but,2.300000,2.410000,1,-1
6,the,2.410000,2.480000,1,-1
7,gate,2.480000,2.750000,1,-1
8,still,2.750000,2.990000,1,-1
9,swung,2.990000,3.300000,1,-1
10,open,3.300000,3.600000,1,-1
11,when,3.600000,3.720000,1,-1
12,the,3.720000,3.800000,1,-1
13,wind,3.800000,4.000000,1,-1
14,arrived,4.000000,4.470000,1,-1
