word_index,word,start,end,speech_region_index,phrase_index,sentence_index
0,did,0.060000,0.250000,0,-1,-1
1,you,0.250000,0.440000,0,-1,-1
2,know,0.440000,0.700000,0,-1,-1
3,fiji,0.700000,1.200000,0,-1,-1
4,has,1.200000,1.490000,0,-1,-1
5,the,1.490000,1.600000,0,-1,-1
6,largest,1.600000,2.080000,0,-1,-1
7,frigatebird,2.080000,2.670000,0,-1,-1
8,in,2.670000,2.750000,0,-1,-1
9,the,2.750000,2.830000,0,-1,-1
10,world,2.830000,3.200000,0,-1,-1
11,quite,3.660000,3.990000,1,-1,-1
12,the,3.990000,4.090000,1,-1,-1
13,flyer,4.090000,4.630000,1,-1,-1
