word_index,word,start,end,speech_region_index,sentence_index
0,our,0.500000,0.640000,0,-1
1,first,0.640000,0.990000,0,-1
2,design,0.990000,1.390000,0,-1
3,was,1.390000,1.560000,0,-1
4,elegant,1.620000,2.100000,0,-1
5,but,2.100000,2.230000,0,-1
6,fragile,2.230000,2.770000,0,-1
7,the,3.090000,3.180000,1,-1
8,second,3.180000,3.560000,1,-1
9,was,3.560000,3.680000,1,-1
10,strong,3.680000,4.090000,1,-1
11,but,4.090000,4.210000,1,-1
12,expensive,4.210000,4.900000,1,-1
13,after,5.360000,5.610000,2,-1
14,several,5.610000,5.980000,2,-1
15,careful,5.980000,6.350000,2,-1
16,tests,6.350000,6.850000,2,-1
17,the,7.120000,7.210000,3,-1
18,team,7.210000,7.510000,3,-1
19,produced,7.510000,7.920000,3,-1
20,a,7.920000,7.960000,3,-1
21,simpler,7.960000,8.370000,3,-1
22,version,8.370000,8.740000,3,-1
23,that,8.740000,8.850000,3,-1
24,was,8.850000,8.970000,3,-1
25,both,8.970000,9.250000,3,-1
26,reliable,9.250000,9.880000,3,-1
27,and,9.910000,10.110000,3,-1
28,affordable,10.110000,10.680000,3,-1
