EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,07_Aa,AAA,guatemala,0,0,0.0107287,0.0665182,0.125314,0.94,SimpleBudgetV1
1,24_Tongue_Th,FVS,guatemala,0,0,0.0879757,0.135182,0.362018,0.42,SimpleBudgetV1
2,07_Aa,AAA,guatemala,0,0,0.068664,0.180243,0.403789,0.86,SimpleBudgetV1
3,22_MBP,MBP,guatemala,0,0,0.10538,0.156878,0.425448,1,SimpleBudgetV1
4,07_Aa,AAA,guatemala,0,0,0.163077,0.231741,0.640493,0.94,SimpleBudgetV1
5,07_Aa,AAA,has,1,0,0.244453,0.269231,0.833324,0.86,SimpleBudgetV1
6,24_Tongue_Th,FVS,the,2,0,0.291093,0.305668,0.968096,0.42,SimpleBudgetV1
7,06_Eh,EEE,the,2,0,0.319514,0.345749,1.07922,0.74,SimpleBudgetV1
8,07_Aa,AAA,largest,3,0,0.370249,0.407658,1.26196,0.94,SimpleBudgetV1
9,07_Aa,AAA,largest,3,0,0.403077,0.472551,1.42049,0.94,SimpleBudgetV1
10,07_Aa,AAA,lake,4,0,0.526316,0.578947,1.79301,0.94,SimpleBudgetV1
11,04_Ih,EEE,in,5,0,0.62502,0.649798,2.06807,0.54,SimpleBudgetV1
12,06_Eh,EEE,central,6,0,0.677941,0.71535,2.26027,0.83882,SimpleBudgetV1
13,07_Aa,AAA,central,6,0,0.710769,0.780243,2.41879,0.94,SimpleBudgetV1
14,07_Aa,AAA,america,7,0,0.789717,0.845263,2.65235,0.86,SimpleBudgetV1
15,22_MBP,MBP,america,7,0,0.820324,0.867935,2.73878,1,SimpleBudgetV1
16,10_Or,OOO,america,7,0,0.877004,0.932551,2.93555,0.313565,SimpleBudgetV1
17,07_Aa,AAA,america,7,0,0.865101,0.968259,2.97417,0.86,SimpleBudgetV1
18,07_Aa,AAA,america,7,0,0.934534,0.994049,3.12864,0.94,SimpleBudgetV1
