ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,22_MBP,burkina,0,0,0.0750824,0.593614,0.506114,0.681114,1,0.0736139,0.09,1.38
1,1,10_Or,burkina,0,0,0.354935,0.733614,0.646114,0.821114,0.306,0.0536138,0.09,1.38
2,2,07_Aa,burkina,0,0,0.395889,0.839568,0.752068,0.927068,0.86,0.0551303,0.09,1.38
3,3,07_Aa,burkina,0,0,0.559705,0.979568,0.892068,1.06707,0.86,0.0595677,0.09,1.38
4,4,20_FV,faso,1,0,0.748494,1.30836,1.22086,1.39586,1,0.0600957,0.09,1.38
5,5,07_Aa,faso,1,0,0.888587,1.44836,1.36086,1.53586,0.86,0.0883563,0.09,1.38
6,6,09_Oh,faso,1,0,1.00121,1.58836,1.50086,1.67586,0.82,0.0683564,0.09,1.38
7,7,09_Oh,faso,1,0,1.16328,1.72836,1.64086,1.81586,0.9,0.0883565,0.09,1.38
8,8,04_Ih,is,2,0,1.40576,2.11083,2.04053,2.18114,0.54,0.0829763,0.09,1.38
9,9,09_Oh,known,3,0,1.77301,2.61809,2.53059,2.70559,0.82,0.077647,0.09,1.38
10,10,20_FV,for,4,0,1.98377,2.96885,2.91501,3.0227,1,0.0889442,0.09,1.38
11,11,10_Or,for,4,0,2.12162,3.10885,3.03855,3.17915,0.36,0.0688543,0.09,1.38
12,12,04_Ih,its,5,0,2.48887,3.61611,3.52861,3.70361,0.64,0.0756664,0.09,1.38
13,13,20_FV,vibrant,6,0,2.7296,3.99684,3.90934,4.08434,1,0.0883176,0.09,1.38
14,14,22_MBP,vibrant,6,0,2.85989,4.13684,4.04934,4.22434,1,0.0568399,0.09,1.38
15,15,07_Aa,vibrant,6,0,2.98232,4.27684,4.18934,4.36434,0.86,0.0768399,0.09,1.38
16,16,07_Aa,traditional,7,0,3.37188,4.8064,4.7189,4.8939,0.94,0.0744376,0.09,1.38
17,17,24_Tongue_Th,traditional,7,0,3.67188,4.9464,4.8589,5.0339,0.42,0.0264034,0.09,1.38
18,18,07_Aa,traditional,7,0,3.72482,5.06434,4.97684,5.15184,0.86,0.0844617,0.09,1.38
19,19,07_Aa,traditional,7,0,3.93658,5.20434,5.11684,5.29184,0.94,0.0843439,0.09,1.38
20,20,07_Aa,arts,8,0,4.3368,5.89664,5.80914,5.98414,0.94,-0.0902348,0.15,1.38
21,21,07_Aa,and,9,0,4.68541,6.38525,6.31495,6.45555,0.86,0.530846,0.15,1.38
22,22,07_Aa,crafts,10,0,5.05267,6.8925,6.805,6.98,0.86,0.95,0.15,1.38
23,23,20_FV,crafts,10,0,5.05405,6.94688,6.87795,7.0158,1,0.960001,0.15,1.38
24,24,06_Eh,especially,11,1,5.82697,7.01688,6.92938,7.10438,0.74,1.03,0.15,1.14112
25,25,22_MBP,especially,11,1,5.97697,7.05688,6.96938,7.14438,1,1.07,0.15,1.14112
26,26,14_ChJjSh,especially,11,1,6.23285,7.09688,7.00938,7.18438,0.703,1.11,0.15,1.14112
27,27,03_Ee,especially,11,1,6.26814,7.10923,7.02173,7.19673,0.86,1.12235,0.15,1.14112
28,28,03_Ee,especially,11,1,6.4799,7.14923,7.06173,7.23673,0.94,1.16235,0.15,1.14112
29,29,06_Eh,textiles,12,1,6.77357,7.21923,7.13173,7.30673,0.84,1.23235,0.15,1.14112
30,30,14_ChJjSh,textiles,12,1,7.04327,7.25923,7.17173,7.34673,0.703,1.27235,0.15,1.14112
31,31,06_Eh,textiles,12,1,7.07324,7.26972,7.18222,7.35722,0.74,1.28284,0.15,1.14112
32,32,06_Eh,textiles,12,1,7.25303,7.30972,7.22222,7.39722,0.82,1.32284,0.15,1.14112
33,33,07_Aa,and,13,1,7.56169,7.37972,7.32159,7.43785,0.86,1.39284,0.15,1.14112
34,34,22_MBP,masks,14,1,7.72917,7.42159,7.3646,7.47858,1,1.43471,0.15,1.14112
35,35,07_Aa,masks,14,1,7.92894,7.46159,7.37409,7.54909,0.94,1.47471,0.15,1.14112
