EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,22_MBP,MBP,burkina,0,0,0,0.0192427,0.0750824,1,SimpleBudgetV1
1,10_Or,OOO,burkina,0,0,0.0332373,0.057728,0.354935,0.306,SimpleBudgetV1
2,07_Aa,AAA,burkina,0,0,0.0279893,0.073472,0.395889,0.86,SimpleBudgetV1
3,07_Aa,AAA,burkina,0,0,0.0586027,0.0848427,0.559705,0.86,SimpleBudgetV1
4,20_FV,FVS,faso,1,0,0.0874667,0.104363,0.748494,1,SimpleBudgetV1
5,07_Aa,AAA,faso,1,0,0.104011,0.123723,0.888587,0.86,SimpleBudgetV1
6,09_Oh,OOO,faso,1,0,0.109995,0.146603,1.00121,0.82,SimpleBudgetV1
7,09_Oh,OOO,faso,1,0,0.137803,0.160331,1.16328,0.9,SimpleBudgetV1
8,04_Ih,EEE,is,2,0,0.173611,0.186667,1.40576,0.54,SimpleBudgetV1
9,09_Oh,OOO,known,3,0,0.213333,0.241067,1.77301,0.82,SimpleBudgetV1
10,20_FV,FVS,for,4,0,0.249208,0.259208,1.98377,1,SimpleBudgetV1
11,10_Or,OOO,for,4,0,0.265344,0.2784,2.12162,0.36,SimpleBudgetV1
12,04_Ih,EEE,its,5,0,0.305067,0.3328,2.48888,0.64,SimpleBudgetV1
13,20_FV,FVS,vibrant,6,0,0.341333,0.358229,2.7296,1,SimpleBudgetV1
14,22_MBP,MBP,vibrant,6,0,0.358028,0.374924,2.85989,1,SimpleBudgetV1
15,07_Aa,AAA,vibrant,6,0,0.363861,0.400469,2.98232,0.86,SimpleBudgetV1
16,07_Aa,AAA,traditional,7,0,0.417387,0.446784,3.37188,0.94,SimpleBudgetV1
17,24_Tongue_Th,FVS,traditional,7,0,0.458091,0.482965,3.67188,0.42,SimpleBudgetV1
18,07_Aa,AAA,traditional,7,0,0.447915,0.506709,3.72482,0.86,SimpleBudgetV1
19,07_Aa,AAA,traditional,7,0,0.487488,0.521408,3.93658,0.94,SimpleBudgetV1
20,07_Aa,AAA,arts,8,0,0.541867,0.5696,4.3368,0.94,SimpleBudgetV1
21,07_Aa,AAA,and,9,0,0.593877,0.606933,4.68541,0.86,SimpleBudgetV1
22,07_Aa,AAA,crafts,10,0,0.6336,0.661333,5.05267,0.86,SimpleBudgetV1
23,20_FV,FVS,crafts,10,0,0.641244,0.654044,5.05405,1,SimpleBudgetV1
24,06_Eh,EEE,especially,11,1,0.692416,0.724075,5.52697,0.74,SimpleBudgetV1
25,22_MBP,MBP,especially,11,1,0.713899,0.741035,5.67697,1,SimpleBudgetV1
26,14_ChJjSh,FVS,especially,11,1,0.747819,0.772693,5.93285,0.703,SimpleBudgetV1
27,03_Ee,EEE,especially,11,1,0.735381,0.794176,5.96814,0.86,SimpleBudgetV1
28,03_Ee,EEE,especially,11,1,0.774955,0.808875,6.1799,0.94,SimpleBudgetV1
29,06_Eh,EEE,textiles,12,1,0.817067,0.842027,6.47357,0.84,SimpleBudgetV1
30,14_ChJjSh,FVS,textiles,12,1,0.853547,0.874667,6.74327,0.703,SimpleBudgetV1
31,06_Eh,EEE,textiles,12,1,0.842987,0.892907,6.77324,0.74,SimpleBudgetV1
32,06_Eh,EEE,textiles,12,1,0.876587,0.905387,6.95303,0.82,SimpleBudgetV1
33,07_Aa,AAA,and,13,1,0.924011,0.937067,7.26169,0.86,SimpleBudgetV1
34,22_MBP,MBP,masks,14,1,0.9456,0.9584,7.42917,1,SimpleBudgetV1
35,07_Aa,AAA,masks,14,1,0.963733,0.991467,7.62894,0.94,SimpleBudgetV1
