word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,on,1,saturday,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,saturday,2,morning,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,morning,3,elena,",",",",region_break,1,comma_with_lull,0.420000,0.420000,0.420000,0.420000,0,1
3,elena,4,carried,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
4,carried,5,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
5,a,6,folding,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,folding,7,chair,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,chair,8,to,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,to,9,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,the,10,beach,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,beach,11,found,",",",",region_break,1,comma_with_lull,0.370000,0.370000,0.370000,0.370000,1,2
11,found,12,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
12,a,13,quiet,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
13,quiet,14,place,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
14,place,15,above,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
15,above,16,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
16,the,17,tide,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
17,tide,18,line,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
18,line,19,and,",",",",region_break,1,comma_with_lull,0.460000,0.460000,0.460000,0.460000,2,3
19,and,20,watched,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
20,watched,21,fishing,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
21,fishing,22,boats,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
22,boats,23,move,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
23,move,24,slowly,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
24,slowly,25,across,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
25,across,26,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
26,the,27,pale,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
27,pale,28,horizon,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
