index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,03_Ee,iraq's,0,0,0,0.018947,0.920000,IH,0,cmu_front_vowel
1,07_Aa,iraq's,0,0,0,0.078947,0.920000,AA,2,cmu_open_vowel
2,06_Eh,kebbeh,1,0,0,0.236842,0.280000,,-1,cmu_miss_conservative_single_vowel
3,05_Ay,is,2,0,0,0.342105,0.940000,AY,0,cmu_ay
4,07_Aa,hearty,3,0,0,0.468421,0.920000,AA,1,cmu_open_vowel
5,03_Ee,hearty,3,0,0,0.563158,0.500000,IY,4,cmu_front_vowel
6,12_Ww-Oo-,want,4,1,1,0.592105,0.880000,W,0,cmu_w
7,07_Aa,want,4,1,1,0.618421,0.920000,AA,1,cmu_open_vowel
8,07_Aa,a,5,1,1,0.736842,0.500000,AH,0,cmu_open_vowel
9,07_Aa,sandwich,6,1,1,0.834586,0.920000,AE,1,cmu_open_vowel
10,12_Ww-Oo-,sandwich,6,1,1,0.924812,0.880000,W,4,cmu_w
11,14_ChJjSh,sandwich,6,1,1,0.984060,0.820000,CH,6,cmu_affricate_sibilant
