ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,07_Aa,ecuador,0,0,0.0617633,0.614607,0.57,0.659214,0.86,0.134607,0.15,1
1,1,24_Tongue_Th,ecuador,0,0,0.178427,0.731271,0.693527,0.769015,0.42,0.131271,0.15,1
2,2,07_Aa,ecuador,0,0,0.199015,0.751859,0.664359,0.839359,0.86,0.111859,0.15,1
3,3,07_Aa,ecuador,0,0,0.281366,0.83421,0.78274,0.885679,0.86,0.11421,0.15,1
4,4,07_Aa,straddles,1,0,0.398867,0.951711,0.911456,0.991966,0.86,0.111711,0.15,1
5,5,14_ChJjSh,straddles,1,0,0.510342,1.06319,1.02912,1.09725,0.661,0.143186,0.15,1
6,6,07_Aa,straddles,1,0,0.522729,1.07557,0.995062,1.15608,0.86,0.115572,0.15,1
7,7,07_Aa,straddles,1,0,0.597045,1.1526,1.10593,1.19926,0.86,0.112596,0.15,1.00467
8,8,24_Tongue_Th,the,2,0,0.675379,1.34366,1.31616,1.37116,0.42,0.143658,0.15,1.17537
9,9,06_Eh,the,2,0,0.746181,1.47117,1.43766,1.50469,0.74,0.111174,0.15,1.23614
10,10,07_Aa,equator,3,0,0.865189,1.65362,1.59662,1.71062,0.86,-0.733253,0.15,1.27781
11,11,24_Tongue_Th,equator,3,0,0.981853,1.79362,1.74539,1.84185,0.42,-0.593253,0.15,1.27781
12,12,07_Aa,equator,3,0,1.00244,1.829,1.7415,1.9165,0.86,-0.557872,0.15,1.27781
13,13,07_Aa,equator,3,0,1.08479,1.93423,1.86846,2,0.86,-0.452643,0.15,1.27781
