index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,07_Aa,ghana,0,0,0,0.045000,0.920000,AE,1,cmu_open_vowel
1,05_Ay,is,1,0,0,0.140000,0.940000,AY,0,cmu_ay
2,20_FV,famous,2,0,0,0.212000,0.960000,F,0,cmu_fv
3,06_Eh,famous,2,0,0,0.236000,0.920000,EY,1,cmu_eh_vowel
4,22_MBP,famous,2,0,0,0.260000,1.000000,M,2,cmu_bilabial
5,20_FV,for,3,0,0,0.333333,0.960000,F,0,cmu_fv
6,09_Oh,for,3,0,0,0.360000,0.920000,AO,1,cmu_oh_vowel
7,09_Oh,cocoa,4,0,0,0.445000,0.920000,OW,1,cmu_oh_vowel
8,07_Aa,and,5,0,0,0.533333,0.500000,AH,0,cmu_open_vowel
9,09_Oh,gold,6,0,0,0.630000,0.920000,OW,1,cmu_oh_vowel
10,12_Ww-Oo-,want,7,1,1,0.690000,0.880000,W,0,cmu_w
11,07_Aa,want,7,1,1,0.710000,0.920000,AA,1,cmu_open_vowel
12,07_Aa,a,8,1,1,0.800000,0.500000,AH,0,cmu_open_vowel
13,12_Ww-Oo-,quick,9,1,1,0.870000,0.880000,W,1,cmu_w
14,03_Ee,quick,9,1,1,0.890000,0.920000,IH,2,cmu_front_vowel
15,22_MBP,bite,10,1,1,0.933333,1.000000,B,0,cmu_bilabial
16,05_Ay,bite,10,1,1,0.960000,0.940000,AY,1,cmu_ay
