word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,for,1,breakfast,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,breakfast,2,we,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,we,3,have,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,have,4,toast,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,toast,5,eggs,",",",",soft_pause,0,none,0.110000,0.110000,0.110000,0.110000,0,0
5,eggs,6,fruit,",",",",none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
6,fruit,7,oatmeal,",",",",region_break,1,comma_with_lull,0.310000,0.310000,0.310000,0.310000,0,1
7,oatmeal,8,yogurt,",",",",region_break,1,comma_with_lull,0.210000,0.210000,0.210000,0.210000,1,2
8,yogurt,9,pancakes,",",",",none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
9,pancakes,10,and,",",",",soft_pause,0,none,0.060000,0.060000,0.060000,0.060000,2,2
10,and,11,warm,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
11,warm,12,biscuits,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
