ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,22_MBP,metabod,0,0,0.0357695,0.482891,0.44,0.525782,1,0.0828909,0.12,1.19909
1,1,07_Aa,metabod,0,0,0.188603,0.622891,0.535391,0.710391,0.86,0.102891,0.12,1.19909
2,2,09_Oh,metabod,0,0,0.255496,0.746363,0.683977,0.80875,0.82,0.106363,0.12,1.19909
3,3,09_Oh,sounds,1,0,0.440178,0.967814,0.905998,1.02963,0.82,0.087814,0.12,1.19909
4,4,06_Eh,like,2,0,0.638457,1.20557,1.14375,1.26738,0.74,0.0855683,0.12,1.19909
5,5,07_Aa,a,3,0,0.804535,1.40471,1.37561,1.43381,0.86,0.0847112,0.12,1.19909
6,6,22_MBP,place,4,0,0.884322,1.50038,1.47185,1.52891,1,0.100384,0.12,1.19909
7,7,07_Aa,place,4,0,0.979496,1.61451,1.55269,1.67632,0.86,0.0945057,0.12,1.19909
8,8,20_FV,full,5,0,1.08657,1.74289,1.71436,1.77142,1,0.102893,0.12,1.19909
9,9,18_Uh,full,5,0,1.17777,1.85226,1.79044,1.91408,0.270209,0.09226,0.12,1.19909
10,10,09_Oh,of,6,0,1.34385,2.0514,2.0223,2.0805,0.82,0.0914034,0.12,1.19909
11,11,20_FV,of,6,0,1.36812,2.0805,2.053,2.108,1,0.0805041,0.12,1.19909
12,12,03_Ee,energy,7,0,1.46234,2.19348,2.1428,2.24417,0.86,0.113485,0.12,1.19909
13,13,10_Or,energy,7,0,1.5729,2.32606,2.27147,2.38064,0.22,0.0860569,0.12,1.19909
14,14,03_Ee,energy,7,0,1.59241,2.34945,2.26195,2.43695,0.86,0.109452,0.12,1.19909
15,15,03_Ee,energy,7,0,1.67046,2.44303,2.38454,2.50152,0.86,0.0830321,0.12,1.19909
16,16,06_Eh,enjoy,8,1,1.97422,2.80726,2.76333,2.8512,0.74,0.0872657,0.12,1.19909
17,17,03_Ee,enjoy,8,1,2.09984,2.94726,2.86567,3.02886,0.86,0.107266,0.12,1.19909
18,18,03_Ee,enjoy,8,1,2.15742,3.02695,2.97674,3.07716,0.86,0.106951,0.12,1.19909
19,19,10_Or,your,9,1,2.32874,3.23237,3.15867,3.30607,0.6845,0.11237,0.12,1.19909
20,20,03_Ee,stay,10,1,2.52305,3.46537,3.40355,3.52718,0.86,-0.681507,0.15,1.19909
