ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,12_Ww-Oo-,we,0,0,0.0231084,0.631664,0.604164,0.659164,1,0.111664,0.12,1
1,1,03_Ee,we,0,0,0.0837681,0.692324,0.664824,0.719824,0.86,0.0923238,0.12,1
2,2,09_Oh,offer,1,0,0.170906,0.779462,0.742392,0.816532,0.82,0.0994619,0.12,1
3,3,20_FV,offer,1,0,0.223863,0.832419,0.800645,0.864193,1,0.112419,0.12,1
4,4,06_Eh,offer,1,0,0.298002,0.906558,0.837714,0.975402,0.74,0.106558,0.12,1
5,5,12_Ww-Oo-,whole,2,0,0.446282,1.05484,1.01247,1.0972,1,0.0948371,0.12,1
6,6,06_Eh,whole,2,0,0.562787,1.17134,1.1025,1.24019,0.74,0.0913423,0.12,1
7,7,12_Ww-Oo-,wheat,3,0,0.702079,1.31063,1.27854,1.34273,1,0.110635,0.12,1
8,8,03_Ee,wheat,3,0,0.79034,1.3989,1.34674,1.45105,0.86,0.118896,0.12,1
9,9,07_Aa,and,4,0,0.958358,1.70691,1.67679,1.73704,0.86,0.105041,0.12,1.22692
10,10,12_Ww-Oo-,white,5,0,1.0471,1.89294,1.85356,1.93232,1,0.0929408,0.12,1.22692
11,11,06_Eh,white,5,0,1.13536,2.00123,1.93724,2.06522,0.74,0.081231,0.12,1.22692
12,12,22_MBP,bread,6,0,1.23967,2.12921,2.09968,2.15874,1,0.0892103,0.12,1.22692
13,13,03_Ee,bread,6,0,1.33596,2.26921,2.19888,2.33954,0.86,0.10921,0.12,1.34856
14,14,12_Ww-Oo-,which,7,1,1.85862,2.77617,2.74513,2.80722,1,0.0961733,0.12,1.03177
15,15,14_ChJjSh,which,7,1,1.97496,2.89621,2.86871,2.92371,0.694274,0.0962141,0.12,1.03177
16,16,12_Ww-Oo-,would,8,1,2.05135,3.03698,3.00948,3.06448,1,-0.789898,0.15,1.06354
17,17,09_Oh,would,8,1,2.11489,3.10456,3.07706,3.13206,0.82,-0.722312,0.15,1.06354
18,18,11_Oo,you,9,1,2.28789,3.28855,3.21174,3.36535,0.94,-0.538328,0.15,1.06354
19,19,06_Eh,like,10,1,2.49249,3.50615,3.45068,3.56162,0.74,-0.320722,0.15,1.06354
