word_index,word,start,end,speech_region_index,sentence_index
0,please,0.490000,0.840000,0,-1
1,remember,0.840000,1.220000,0,-1
2,this,1.220000,1.430000,0,-1
3,final,1.430000,1.820000,0,-1
4,point,1.820000,2.180000,0,-1
5,speed,3.100000,3.550000,1,-1
6,matters,3.550000,4.030000,1,-1
7,during,4.030000,4.300000,1,-1
8,an,4.300000,4.370000,1,-1
9,emergency,4.370000,5.140000,1,-1
10,but,5.710000,5.890000,2,-1
11,calm,5.890000,6.270000,2,-1
12,communication,6.270000,7.080000,2,-1
13,matters,7.080000,7.490000,2,-1
14,just,7.490000,7.840000,2,-1
15,as,7.840000,7.980000,2,-1
16,much,7.980000,8.410000,2,-1
17,because,8.910000,9.190000,3,-1
18,a,9.190000,9.250000,3,-1
19,clear,9.250000,9.650000,3,-1
20,instruction,9.650000,10.290000,3,-1
21,can,10.290000,10.480000,3,-1
22,prevent,10.480000,10.880000,3,-1
23,several,10.880000,11.340000,3,-1
24,people,11.340000,11.740000,3,-1
25,from,11.740000,11.960000,3,-1
26,making,11.960000,12.280000,3,-1
27,the,12.280000,12.350000,3,-1
28,same,12.350000,12.610000,3,-1
29,mistake,12.610000,13.140000,3,-1
