ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,22_MBP,perhaps,0,0,0.026388,0.410214,0.38,0.440428,1,0.0902143,0.12,1.145
1,1,07_Aa,perhaps,0,0,0.139137,0.539311,0.467896,0.610727,0.86,0.0993114,0.12,1.145
2,2,22_MBP,perhaps,0,0,0.188485,0.595816,0.562855,0.628777,1,0.115816,0.12,1.145
3,3,12_Ww-Oo-,we,1,0,0.260826,0.678646,0.651146,0.706146,1,0.118646,0.12,1.145
4,4,03_Ee,we,1,0,0.315783,0.741572,0.714072,0.769072,0.86,0.101572,0.12,1.145
5,5,07_Aa,can,2,0,0.446633,0.891394,0.863894,0.918894,0.86,0.0913942,0.12,1.145
6,6,20_FV,fix,3,0,0.523398,0.97929,0.95179,1.00679,1,0.0992902,0.12,1.145
7,7,04_Ih,fix,3,0,0.606996,1.07501,1.02091,1.12911,0.291516,0.11501,0.12,1.145
8,8,24_Tongue_Th,that,4,0,0.712402,1.1957,1.1682,1.2232,0.42,0.115701,0.12,1.145
9,9,07_Aa,that,4,0,0.796001,1.29142,1.23524,1.3476,0.86,0.0914208,0.12,1.145
10,10,12_Ww-Oo-,with,5,0,0.890503,1.39963,1.36633,1.43292,1,0.119626,0.12,1.145
11,11,04_Ih,with,5,0,0.970467,1.49118,1.43708,1.54529,0.22,0.0911845,0.12,1.145
12,12,24_Tongue_Th,with,5,0,0.978645,1.50118,1.47368,1.52868,0.42,0.101184,0.12,1.145
13,13,06_Eh,some,6,0,1.1522,1.69927,1.64517,1.75337,0.74,0.0992715,0.12,1.145
14,14,22_MBP,some,6,0,1.16038,1.70927,1.68177,1.73677,1,0.109272,0.12,1.145
15,15,22_MBP,brighter,7,0,1.25543,1.81746,1.78051,1.85442,1,0.0974652,0.12,1.145
16,16,04_Ih,brighter,7,0,1.31258,1.88291,1.83979,1.92602,0.68,0.0829084,0.12,1.145
17,17,24_Tongue_Th,brighter,7,0,1.36839,1.94681,1.91293,1.98069,0.42,0.106812,0.12,1.145
18,18,06_Eh,brighter,7,0,1.38453,1.96529,1.88522,2.04536,0.74,0.0852901,0.12,1.145
19,19,06_Eh,brighter,7,0,1.44908,2.0392,1.99301,2.0854,0.74,0.119202,0.12,1.145
20,20,04_Ih,lights,8,0,1.60291,2.37401,2.31417,2.43385,0.605947,-0.652867,0.15,1.26645
21,21,11_Oo,soon,9,0,1.78464,2.64016,2.58032,2.7,1,-0.386716,0.15,1.26645
