word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,bring,1,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,a,2,pencil,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,pencil,3,a,",",",",soft_pause,0,none,0.030000,0.030000,0.000000,0.030000,0,0
3,a,4,ruler,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,ruler,5,and,",",",",soft_pause,0,none,0.040000,0.040000,0.040000,0.040000,0,0
5,and,6,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
6,a,7,clean,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
7,clean,8,sheet,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
8,sheet,9,of,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
9,of,10,paper,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
