ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,12_Ww-Oo-,why,0,0,0.0544214,0.480383,0.42,0.540766,1,0.0803828,0.09,1.10954
1,1,05_Ay,why,0,0,0.210663,0.620383,0.532883,0.707883,0.84,0.0603828,0.09,1.10954
2,2,09_Oh,don't,1,0,0.554747,1.03551,0.948015,1.12301,0.82,0.0755147,0.09,1.10954
3,3,03_Ee,scientists,2,0,0.795746,1.30291,1.22796,1.37787,0.94,0.0629133,0.09,1.10954
4,4,14_ChJjSh,scientists,2,0,0.982815,1.44291,1.37949,1.50633,0.682,0.0829134,0.09,1.10954
5,5,03_Ee,scientists,2,0,1.0036,1.5287,1.4412,1.6162,0.86,0.0509759,0.09,1.10954
6,6,03_Ee,scientists,2,0,1.12831,1.6687,1.58221,1.75518,0.86,0.0686991,0.09,1.10954
7,7,18_Uh,trust,3,0,1.42549,2.00164,1.91414,2.08914,0.57,0.0816401,0.09,1.10954
8,8,07_Aa,atoms,4,0,1.6193,2.05394,1.98847,2.11941,0.94,-0.10606,0.09,1.00904
9,9,07_Aa,atoms,4,0,1.84176,2.19394,2.10644,2.28144,0.86,0.0339403,0.09,1.00904
10,10,22_MBP,atoms,4,0,1.89737,2.31455,2.25844,2.37067,1,0.0750582,0.09,1.00904
11,11,22_MBP,because,5,1,2.57587,2.78285,2.72,2.84569,1,0.0628486,0.09,1.13004
12,12,07_Aa,because,5,1,2.79833,2.92285,2.83535,3.01035,0.94,0.0828488,0.09,1.13004
13,13,24_Tongue_Th,they,6,1,3.03511,3.29963,3.25202,3.34724,0.42,0.061815,0.09,1.13004
14,14,03_Ee,they,6,1,3.19662,3.43963,3.35213,3.52713,0.86,0.0796347,0.09,1.13004
15,15,22_MBP,make,7,1,3.3792,3.69064,3.64303,3.73825,1,-0.536234,0.15,1.13004
16,16,07_Aa,make,7,1,3.54773,3.83064,3.74314,3.91814,0.94,-0.396234,0.15,1.13004
17,17,18_Uh,up,8,1,3.89883,4.27785,4.19035,4.36535,0.22,0.0509744,0.15,1.13004
18,18,22_MBP,up,8,1,3.95852,4.3453,4.29769,4.39291,1,0.118424,0.15,1.13004
19,19,20_FV,everything,9,1,4.15795,4.57066,4.48316,4.65816,1,0.343786,0.15,1.13004
20,20,24_Tongue_Th,everything,9,1,4.45569,4.71066,4.62316,4.79816,0.42,0.483786,0.15,1.13004
21,21,06_Eh,everything,9,1,4.47802,4.79799,4.71049,4.88549,0.74,0.574019,0.15,1.13004
22,22,04_Ih,everything,9,1,4.60455,4.93799,4.85049,5.02549,0.735679,0.714019,0.15,1.13004
