word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,nobody,1,answered,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,answered,2,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,the,3,front,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,front,4,door,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,door,5,perhaps,.,.,region_break,1,hard_punctuation_with_lull,0.350000,0.350000,0.350000,0.350000,0,1
5,perhaps,6,they,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,they,7,were,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,were,8,working,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,working,9,in,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,in,10,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,the,11,back,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
11,back,12,room,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
