word_index,word,start,end,speech_region_index,sentence_index
0,the,1.160000,1.290000,0,-1
1,garden,1.290000,1.800000,0,-1
2,contains,1.800000,2.300000,0,-1
3,roses,2.300000,3.000000,0,-1
4,lilies,3.200000,3.830000,1,-1
5,tulips,4.090000,4.680000,2,-1
6,sunflowers,4.720000,5.650000,2,-1
7,lavender,5.850000,6.540000,3,-1
8,mint,6.640000,7.070000,3,-1
9,thyme,7.270000,7.730000,4,-1
10,and,7.800000,7.960000,4,-1
11,tall,7.960000,8.260000,4,-1
12,green,8.260000,8.560000,4,-1
13,grass,8.560000,9.070000,4,-1
