word_index,word,start,end,speech_region_index,sentence_index
0,i,0.560000,0.640000,0,-1
1,cannot,0.640000,1.160000,0,-1
2,promise,1.160000,1.730000,0,-1
3,perfect,1.810000,2.340000,0,-1
4,weather,2.340000,2.760000,0,-1
5,i,3.430000,3.540000,1,-1
6,can,3.540000,3.750000,1,-1
7,promise,3.750000,4.230000,1,-1
8,a,4.270000,4.350000,1,-1
9,warm,4.350000,4.870000,1,-1
10,meal,4.870000,5.290000,1,-1
11,and,5.480000,5.620000,1,-1
12,a,5.620000,5.680000,1,-1
13,dry,5.680000,6.120000,1,-1
14,place,6.120000,6.520000,1,-1
15,to,6.520000,6.630000,1,-1
16,sleep,6.630000,7.130000,1,-1
