word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,we,1,use,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,use,2,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,a,3,neural,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,neural,4,matcher,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,matcher,5,to,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,to,6,align,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
6,align,7,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
7,the,8,timing,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
8,timing,9,of,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
9,of,10,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
10,the,11,animation,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
11,animation,12,with,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
12,with,13,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
13,the,14,audio,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
