word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,the,1,class,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,class,2,studied,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,studied,3,circles,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,circles,4,squares,",",",",soft_pause,0,none,0.050000,0.050000,0.050000,0.050000,0,0
4,squares,5,triangles,",",",",soft_pause,0,none,0.080000,0.080000,0.080000,0.080000,0,0
5,triangles,6,angles,",",",",soft_pause,0,none,0.110000,0.110000,0.110000,0.110000,0,0
6,angles,7,fractions,",",",",none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
7,fractions,8,patterns,",",",",none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
8,patterns,9,graphs,",",",",none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
9,graphs,10,and,",",",",none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
10,and,11,simple,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
11,simple,12,equations,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
