word_index,word,start,end,speech_region_index,sentence_index
0,the,0.510000,0.590000,0,-1
1,class,0.590000,1.130000,0,-1
2,studied,1.130000,1.620000,0,-1
3,circles,1.620000,2.400000,0,-1
4,squares,2.450000,3.270000,0,-1
5,triangles,3.350000,4.160000,0,-1
6,angles,4.270000,4.810000,0,-1
7,fractions,4.810000,5.630000,0,-1
8,patterns,5.630000,6.310000,0,-1
9,graphs,6.310000,6.910000,0,-1
10,and,6.910000,7.140000,0,-1
11,simple,7.140000,7.530000,0,-1
12,equations,7.530000,8.350000,0,-1
