start,end,pose,phone,word,confidence,word_index,speech_region_index,phrase_index,sentence_index,source_phone,source_phone_index,alignment_reason
0.260000,0.330000,HH,HH,how,1.0,0,0,0,-1,HH,0,mfa_textgrid_phone
0.330000,0.440000,AW1,AW1,how,1.0,0,0,0,-1,AW1,1,mfa_textgrid_phone
0.440000,0.490000,AH0,AH0,about,1.0,1,0,0,-1,AH0,0,mfa_textgrid_phone
0.490000,0.550000,B,B,about,1.0,1,0,0,-1,B,1,mfa_textgrid_phone
0.550000,0.660000,AW1,AW1,about,1.0,1,0,0,-1,AW1,2,mfa_textgrid_phone
0.660000,0.720000,T,T,about,1.0,1,0,0,-1,T,3,mfa_textgrid_phone
0.720000,0.770000,DH,DH,the,1.0,2,0,0,-1,DH,0,mfa_textgrid_phone
0.770000,0.810000,AH0,AH0,the,1.0,2,0,0,-1,AH0,1,mfa_textgrid_phone
0.810000,0.950000,T,T,turkey,1.0,3,0,0,-1,T,0,mfa_textgrid_phone
0.950000,1.070000,ER1,ER1,turkey,1.0,3,0,0,-1,ER1,1,mfa_textgrid_phone
1.070000,1.160000,K,K,turkey,1.0,3,0,0,-1,K,2,mfa_textgrid_phone
1.160000,1.320000,IY0,IY0,turkey,1.0,3,0,0,-1,IY0,3,mfa_textgrid_phone
1.910000,1.980000,IH1,IH1,it's,1.0,4,1,1,-1,IH1,0,mfa_textgrid_phone
1.980000,2.030000,T,T,it's,1.0,4,1,1,-1,T,1,mfa_textgrid_phone
2.030000,2.100000,S,S,it's,1.0,4,1,1,-1,S,2,mfa_textgrid_phone
2.100000,2.220000,AA1,AA1,always,1.0,5,1,1,-1,AA1,0,mfa_textgrid_phone
2.220000,2.290000,L,L,always,1.0,5,1,1,-1,L,1,mfa_textgrid_phone
2.290000,2.360000,W,W,always,1.0,5,1,1,-1,W,2,mfa_textgrid_phone
2.360000,2.420000,IY0,IY0,always,1.0,5,1,1,-1,IY0,3,mfa_textgrid_phone
2.420000,2.490000,Z,Z,always,1.0,5,1,1,-1,Z,4,mfa_textgrid_phone
2.490000,2.530000,AH0,AH0,a,1.0,6,1,1,-1,AH0,0,mfa_textgrid_phone
2.530000,2.670000,K,K,crowd,1.0,7,1,1,-1,K,0,mfa_textgrid_phone
2.670000,2.720000,R,R,crowd,1.0,7,1,1,-1,R,1,mfa_textgrid_phone
2.720000,2.870000,AW1,AW1,crowd,1.0,7,1,1,-1,AW1,2,mfa_textgrid_phone
2.870000,2.950000,D,D,crowd,1.0,7,1,1,-1,D,3,mfa_textgrid_phone
2.950000,3.050000,P,P,pleaser,1.0,8,1,1,-1,P,0,mfa_textgrid_phone
3.050000,3.100000,L,L,pleaser,1.0,8,1,1,-1,L,1,mfa_textgrid_phone
3.100000,3.170000,IY1,IY1,pleaser,1.0,8,1,1,-1,IY1,2,mfa_textgrid_phone
3.170000,3.250000,Z,Z,pleaser,1.0,8,1,1,-1,Z,3,mfa_textgrid_phone
3.250000,3.440000,ER0,ER0,pleaser,1.0,8,1,1,-1,ER0,4,mfa_textgrid_phone
