word_index,word,start,end,speech_region_index,sentence_index
0,i,0.360000,0.420000,0,-1
1,found,0.420000,0.740000,0,-1
2,your,0.740000,0.840000,0,-1
3,message,0.840000,1.230000,0,-1
4,this,1.230000,1.440000,0,-1
5,morning,1.440000,1.900000,0,-1
6,thank,2.420000,2.660000,1,-1
7,you,2.660000,2.750000,1,-1
8,for,2.750000,2.910000,1,-1
9,explaining,2.910000,3.400000,1,-1
10,the,3.400000,3.480000,1,-1
11,change,3.480000,3.840000,1,-1
12,so,3.840000,4.030000,1,-1
13,clearly,4.030000,4.510000,1,-1
