word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,i,1,found,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,found,2,your,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,your,3,message,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,message,4,this,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,this,5,morning,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,morning,6,thank,.,.,region_break,1,hard_punctuation_with_lull,0.520000,0.520000,0.520000,0.520000,0,1
6,thank,7,you,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,you,8,for,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,for,9,explaining,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,explaining,10,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,the,11,change,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
11,change,12,so,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
12,so,13,clearly,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
