word_index,word,start,end,speech_region_index,sentence_index
0,it,0.290000,0.390000,0,-1
1,takes,0.390000,0.760000,0,-1
2,text,0.790000,1.310000,0,-1
3,and,1.370000,1.530000,0,-1
4,turns,1.530000,1.840000,0,-1
5,it,1.840000,1.940000,0,-1
6,into,1.940000,2.300000,0,-1
7,animations,2.300000,3.020000,0,-1
8,that,3.020000,3.220000,0,-1
9,match,3.220000,3.630000,0,-1
10,the,3.630000,3.730000,0,-1
11,spoken,3.730000,4.220000,0,-1
12,words,4.220000,4.720000,0,-1
13,want,5.290000,5.580000,1,-1
14,to,5.580000,5.660000,1,-1
15,see,5.660000,5.870000,1,-1
16,an,5.870000,5.950000,1,-1
17,example,5.950000,6.560000,1,-1
