ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,06_Eh,sure,0,0,0.157162,0.360452,0.29,0.430904,0.74,0.0804521,0.12,1
1,1,24_Tongue_Th,thing,1,0,0.303486,0.506776,0.474259,0.539292,0.42,0.106776,0.12,1
2,2,04_Ih,thing,1,0,0.428132,0.631422,0.560969,0.701874,0.38,0.111422,0.12,1
3,3,07_Aa,how,2,1,1.14813,1.17168,1.14418,1.19918,0.86,0.0916774,0.12,1
4,4,11_Oo,how,2,1,1.19149,1.21503,1.15542,1.27465,0.94,0.0950327,0.12,1
5,5,07_Aa,can,3,1,1.3751,1.39864,1.36548,1.43181,0.86,0.118642,0.12,1
6,6,05_Ay,i,4,1,1.56629,1.58984,1.54301,1.63666,0.84,0.109838,0.12,1
7,7,06_Eh,help,5,1,1.8093,1.83284,1.76239,1.9033,0.74,0.112844,0.12,1
8,8,22_MBP,help,5,1,1.88924,1.91278,1.88026,1.9453,1,0.11278,0.12,1
9,9,11_Oo,you,6,1,2.07485,2.09839,2.01089,2.18589,1,-0.368482,0.15,1
10,10,11_Oo,today,7,1,2.31569,2.33923,2.28558,2.39288,1,-0.127645,0.15,1
11,11,05_Ay,today,7,1,2.47307,2.47923,2.40412,2.55434,0.84,0.0123556,0.15,1
