word_index,word,start,end,speech_region_index,sentence_index
0,the,0.440000,0.520000,0,-1
1,museum,0.520000,1.010000,0,-1
2,closes,1.010000,1.460000,0,-1
3,at,1.460000,1.590000,0,-1
4,six,1.590000,2.110000,0,-1
5,but,2.400000,2.510000,1,-1
6,if,2.510000,2.620000,1,-1
7,we,2.620000,2.740000,1,-1
8,arrive,2.740000,3.160000,1,-1
9,before,3.160000,3.460000,1,-1
10,four,3.460000,3.920000,1,-1
11,we,3.920000,4.040000,1,-1
12,can,4.040000,4.210000,1,-1
13,visit,4.210000,4.470000,1,-1
14,the,4.470000,4.540000,1,-1
15,glass,4.540000,4.900000,1,-1
16,gallery,4.900000,5.480000,1,-1
17,hear,5.780000,6.020000,2,-1
18,the,6.020000,6.110000,2,-1
19,short,6.110000,6.420000,2,-1
20,lecture,6.420000,6.910000,2,-1
21,and,7.090000,7.230000,3,-1
22,still,7.230000,7.520000,3,-1
23,have,7.520000,7.700000,3,-1
24,time,7.700000,7.970000,3,-1
25,for,7.970000,8.100000,3,-1
26,coffee,8.100000,8.540000,3,-1
27,across,8.540000,8.880000,3,-1
28,the,8.880000,8.990000,3,-1
29,street,8.990000,9.360000,3,-1
