word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,the,1,museum,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,museum,2,closes,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,closes,3,at,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,at,4,six,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,six,5,but,",",",",region_break,1,comma_with_lull,0.290000,0.290000,0.290000,0.290000,0,1
5,but,6,if,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,if,7,we,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,we,8,arrive,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,arrive,9,before,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,before,10,four,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,four,11,we,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
11,we,12,can,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
12,can,13,visit,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
13,visit,14,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
14,the,15,glass,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
15,glass,16,gallery,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
16,gallery,17,hear,",",",",region_break,1,comma_with_lull,0.300000,0.300000,0.300000,0.300000,1,2
17,hear,18,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
18,the,19,short,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
19,short,20,lecture,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
20,lecture,21,and,",",",",region_break,1,comma_with_lull,0.180000,0.180000,0.180000,0.180000,2,3
21,and,22,still,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
22,still,23,have,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
23,have,24,time,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
24,time,25,for,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
25,for,26,coffee,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
26,coffee,27,across,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
27,across,28,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
28,the,29,street,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
