EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,24_Tongue_Th,FVS,the,0,0,0.00478723,0.0239362,0.0187406,0.42,SimpleBudgetV1
1,06_Eh,EEE,the,0,0,0.0421277,0.0765957,0.0774611,0.74,SimpleBudgetV1
2,18_Uh,AAA,turkey,1,0,0.115053,0.164202,0.1822,0.68,SimpleBudgetV1
3,03_Ee,EEE,turkey,1,0,0.151915,0.243191,0.257787,0.86,SimpleBudgetV1
4,03_Ee,EEE,turkey,1,0,0.213936,0.270106,0.315814,0.86,SimpleBudgetV1
5,07_Aa,AAA,and,2,0,0.310532,0.343085,0.426453,0.86,SimpleBudgetV1
6,14_ChJjSh,FVS,cheese,3,0,0.367021,0.398936,0.499749,0.717258,SimpleBudgetV1
7,03_Ee,EEE,cheese,3,0,0.409574,0.478723,0.57957,0.86,SimpleBudgetV1
8,04_Ih,EEE,is,4,0,0.539255,0.571809,0.724914,0.27455,SimpleBudgetV1
9,07_Aa,AAA,always,5,0,0.599255,0.648404,0.814036,0.86,SimpleBudgetV1
10,05_Ay,EEE,always,5,0,0.651915,0.743191,0.910238,0.84,SimpleBudgetV1
11,07_Aa,AAA,a,6,0,0.810532,0.843085,1.0789,0.86,SimpleBudgetV1
12,04_Ih,EEE,hit,7,0,0.909574,0.978723,1.23202,0.622823,SimpleBudgetV1
