index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,03_Ee,indonesia's,0,0,0,0.010753,0.920000,IH,0,cmu_front_vowel
1,09_Oh,indonesia's,0,0,0,0.075269,0.500000,OW,3,cmu_oh_vowel
2,03_Ee,indonesia's,0,0,0,0.118280,0.920000,IY,5,cmu_front_vowel
3,14_ChJjSh,indonesia's,0,0,0,0.139785,0.820000,ZH,6,cmu_affricate_sibilant
4,07_Aa,satay,1,0,0,0.229839,0.500000,AE,1,cmu_open_vowel
5,06_Eh,satay,1,0,0,0.278226,0.920000,EY,3,cmu_eh_vowel
6,05_Ay,is,2,0,0,0.306452,0.940000,AY,0,cmu_ay
7,20_FV,flavorful,3,0,0,0.364919,0.960000,F,0,cmu_fv
8,06_Eh,flavorful,3,0,0,0.405242,0.920000,EY,2,cmu_eh_vowel
9,12_Ww-Oo-,want,4,1,1,0.524194,0.880000,W,0,cmu_w
10,07_Aa,want,4,1,1,0.540323,0.920000,AA,1,cmu_open_vowel
11,07_Aa,a,5,1,1,0.612903,0.500000,AH,0,cmu_open_vowel
12,07_Aa,sandwich,6,1,1,0.672811,0.920000,AE,1,cmu_open_vowel
13,12_Ww-Oo-,sandwich,6,1,1,0.728111,0.880000,W,4,cmu_w
14,14_ChJjSh,sandwich,6,1,1,0.764977,0.820000,CH,6,cmu_affricate_sibilant
15,12_Ww-Oo-,with,7,1,1,0.784946,0.880000,W,0,cmu_w
16,03_Ee,with,7,1,1,0.806452,0.920000,IH,1,cmu_front_vowel
17,22_MBP,peanut,8,1,1,0.848387,1.000000,P,0,cmu_bilabial
18,03_Ee,peanut,8,1,1,0.867742,0.920000,IY,1,cmu_front_vowel
19,09_Oh,sauce,9,1,1,0.967742,0.920000,AO,1,cmu_oh_vowel
