index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,20_FV,visit,0,0,0,0.013846,0.960000,V,0,cmu_fv
1,03_Ee,visit,0,0,0,0.034615,0.920000,IH,1,cmu_front_vowel
2,06_Eh,maasai,1,0,0,0.173077,0.280000,,-1,cmu_miss_conservative_single_vowel
3,22_MBP,mara,2,0,0,0.245192,1.000000,M,0,cmu_bilabial
4,07_Aa,mara,2,0,0,0.274038,0.920000,AA,1,cmu_open_vowel
5,09_Oh,or,3,0,0,0.365385,0.920000,AO,0,cmu_oh_vowel
6,05_Ay,climb,4,0,0,0.471154,0.940000,AY,2,cmu_ay
7,22_MBP,climb,4,0,0,0.490385,1.000000,M,3,cmu_bilabial
8,22_MBP,mount,5,0,0,0.509615,1.000000,M,0,cmu_bilabial
9,07_Aa,mount,5,0,0,0.528846,0.920000,AW,1,cmu_open_vowel
10,06_Eh,kenya,6,0,0,0.611538,0.920000,EH,1,cmu_eh_vowel
11,12_Ww-Oo-,want,7,1,1,0.701923,0.880000,W,0,cmu_w
12,07_Aa,want,7,1,1,0.721154,0.920000,AA,1,cmu_open_vowel
13,07_Aa,a,8,1,1,0.807692,0.500000,AH,0,cmu_open_vowel
14,07_Aa,sandwich,9,1,1,0.879121,0.920000,AE,1,cmu_open_vowel
15,12_Ww-Oo-,sandwich,9,1,1,0.945055,0.880000,W,4,cmu_w
16,14_ChJjSh,sandwich,9,1,1,0.988352,0.820000,CH,6,cmu_affricate_sibilant
