ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,22_MBP,best,0,0,0.0197923,0.519792,0.492292,0.547292,1,0.119792,0.15,1
1,1,06_Eh,best,0,0,0.104359,0.604359,0.557578,0.651141,0.74,0.124359,0.15,1
2,2,11_Oo,to,1,0,0.26025,0.76025,0.73275,0.78775,1,0.12025,0.15,1
3,3,03_Ee,keep,2,0,0.413838,0.913839,0.867057,0.96062,0.86,0.113838,0.15,1
4,4,22_MBP,keep,2,0,0.466918,0.966918,0.939418,0.994418,1,0.126918,0.15,1
5,5,04_Ih,it,3,0,0.564548,1.06455,1.03705,1.09205,0.296921,0.144548,0.15,1
6,6,22_MBP,simple,4,0,0.71792,1.21792,1.18942,1.24642,1,0.13792,0.15,1
7,7,06_Eh,simple,4,0,0.756713,1.25671,1.19496,1.31846,0.74,0.136713,0.15,1
8,8,20_FV,for,5,0,0.872012,1.37201,1.34451,1.39951,1,0.132012,0.15,1
9,9,10_Or,for,5,0,0.931605,1.43789,1.41039,1.46539,0.275333,0.117886,0.15,1.00674
10,10,07_Aa,now,6,0,1.09037,1.73535,1.70785,1.76285,0.86,0.135349,0.15,1.13296
11,11,11_Oo,now,6,0,1.11916,1.76796,1.72312,1.81281,0.94,0.127965,0.15,1.13296
