EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,22_MBP,MBP,best,0,0,0,0.0339506,0.0197923,1,SimpleBudgetV1
1,06_Eh,EEE,best,0,0,0.0493827,0.12963,0.104359,0.74,SimpleBudgetV1
2,11_Oo,OOO,to,1,0,0.202099,0.244321,0.26025,1,SimpleBudgetV1
3,03_Ee,EEE,keep,2,0,0.314815,0.395062,0.413838,0.86,SimpleBudgetV1
4,22_MBP,MBP,keep,2,0,0.381944,0.418981,0.466918,1,SimpleBudgetV1
5,04_Ih,EEE,it,3,0,0.465309,0.503086,0.564548,0.296921,SimpleBudgetV1
6,22_MBP,MBP,simple,4,0,0.591296,0.640185,0.71792,1,SimpleBudgetV1
7,06_Eh,EEE,simple,4,0,0.596049,0.701975,0.756713,0.74,SimpleBudgetV1
8,20_FV,FVS,for,5,0,0.734568,0.761235,0.872012,1,SimpleBudgetV1
9,10_Or,OOO,for,5,0,0.780123,0.817901,0.931605,0.275333,SimpleBudgetV1
10,07_Aa,AAA,now,6,0,0.92284,0.947531,1.09037,0.86,SimpleBudgetV1
11,11_Oo,OOO,now,6,0,0.925926,0.993827,1.11916,0.94,SimpleBudgetV1
