index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,03_Ee,indeed,0,0,0,0.013333,0.920000,IH,0,cmu_front_vowel
1,07_Aa,and,1,1,0,0.123457,0.500000,AH,0,cmu_open_vowel
2,03_Ee,did,2,1,0,0.222222,0.920000,IH,1,cmu_front_vowel
3,11_Oo,you,3,1,0,0.314815,0.920000,UW,1,cmu_oo_vowel
4,09_Oh,know,4,1,0,0.388889,0.920000,OW,1,cmu_oh_vowel
5,03_Ee,it's,5,1,0,0.419753,0.920000,IH,0,cmu_front_vowel
6,09_Oh,also,6,1,0,0.495370,0.920000,AO,0,cmu_oh_vowel
7,07_Aa,the,7,1,0,0.648148,0.500000,AH,1,cmu_open_vowel
8,22_MBP,birthplace,8,1,0,0.677249,1.000000,B,0,cmu_bilabial
9,06_Eh,birthplace,8,1,0,0.698413,0.920000,ER,1,cmu_eh_vowel
10,07_Aa,of,9,1,0,0.833333,0.920000,AH,0,cmu_open_vowel
11,20_FV,of,9,1,0,0.870370,0.960000,V,1,cmu_fv
12,07_Aa,tango,10,1,0,0.922222,0.920000,AE,1,cmu_open_vowel
13,09_Oh,tango,10,1,0,0.986667,0.500000,OW,4,cmu_oh_vowel
