ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,09_Oh,guangzhou,0,0,0.10099,0.220106,0.132606,0.307606,0.9,0.0601063,0.09,1.3725
1,1,09_Oh,guangzhou,0,0,0.325412,0.360106,0.272606,0.447606,0.82,0.0801064,0.09,1.3725
2,2,09_Oh,guangzhou,0,0,0.460066,0.500106,0.412606,0.587606,0.82,0.0601064,0.09,1.3725
3,3,04_Ih,is,1,0,0.719364,0.899405,0.83572,0.96309,0.54,0.0759936,0.09,1.3725
4,4,09_Oh,known,2,0,1.05387,1.37392,1.28642,1.46142,0.82,0.0585209,0.09,1.3725
5,5,20_FV,for,3,0,1.24585,1.70589,1.66093,1.75084,1,0.0573977,0.09,1.3725
6,6,10_Or,for,3,0,1.3714,1.84589,1.7822,1.90957,0.36,0.0858881,0.09,1.3725
7,7,04_Ih,its,4,0,1.70591,2.3204,2.2329,2.4079,0.64,0.0628629,0.09,1.3725
8,8,07_Aa,cantonese,5,0,1.98796,2.74244,2.65494,2.82994,0.94,0.0899689,0.09,1.3725
9,9,14_ChJjSh,cantonese,5,0,2.23361,2.88244,2.79494,2.96994,0.703,0.0824437,0.09,1.3725
10,10,07_Aa,cantonese,5,0,2.2609,2.97474,2.88724,3.06224,0.86,0.0649056,0.09,1.3725
11,11,07_Aa,cantonese,5,0,2.42467,3.11474,3.02724,3.20224,0.94,0.0747387,0.09,1.3725
12,12,11_Oo,cuisine,6,0,2.69047,3.61954,3.53204,3.70704,1,-0.287331,0.15,1.3725
13,13,11_Oo,cuisine,6,0,2.83773,3.75954,3.67204,3.84704,1,-0.147331,0.15,1.3725
14,14,07_Aa,and,7,0,3.20621,4.26802,4.20434,4.33171,0.86,0.498404,0.15,1.3725
15,15,24_Tongue_Th,the,8,0,3.36178,4.5636,4.52614,4.60106,0.42,0.788672,0.15,1.3725
16,16,06_Eh,the,8,0,3.49007,4.7036,4.63617,4.77103,0.74,0.928672,0.15,1.3725
17,17,07_Aa,canton,9,0,3.71889,4.89275,4.80525,4.98025,0.94,0.985876,0.15,1.3725
18,18,07_Aa,canton,9,0,3.88402,4.93275,4.84525,5.02025,0.86,1.02588,0.15,1.3725
19,19,09_Oh,canton,9,0,3.96909,4.96252,4.87502,5.05002,0.82,1.05565,0.15,1.3725
20,20,09_Oh,tower,10,0,4.24431,5.03133,4.94383,5.11883,0.9,1.12446,0.15,1.3725
21,21,09_Oh,tower,10,0,4.38442,5.07133,4.98383,5.15883,0.82,1.16446,0.15,1.3725
22,22,06_Eh,tower,10,0,4.44447,5.09235,5.00485,5.17985,0.74,1.18547,0.15,1.3725
