start,end,pose,phone,word,confidence,word_index,speech_region_index,phrase_index,sentence_index,source_phone,source_phone_index,alignment_reason
0.240000,0.320000,M,M,maybe,1.0,0,0,0,-1,M,0,mfa_textgrid_phone
0.320000,0.450000,EY1,EY1,maybe,1.0,0,0,0,-1,EY1,1,mfa_textgrid_phone
0.450000,0.510000,B,B,maybe,1.0,0,0,0,-1,B,2,mfa_textgrid_phone
0.510000,0.580000,IY0,IY0,maybe,1.0,0,0,0,-1,IY0,3,mfa_textgrid_phone
0.580000,0.710000,S,S,something,1.0,1,0,0,-1,S,0,mfa_textgrid_phone
0.710000,0.780000,AH1,AH1,something,1.0,1,0,0,-1,AH1,1,mfa_textgrid_phone
0.780000,0.830000,M,M,something,1.0,1,0,0,-1,M,2,mfa_textgrid_phone
0.830000,0.900000,TH,TH,something,1.0,1,0,0,-1,TH,3,mfa_textgrid_phone
0.900000,0.940000,IH0,IH0,something,1.0,1,0,0,-1,IH0,4,mfa_textgrid_phone
0.940000,1.010000,NG,NG,something,1.0,1,0,0,-1,NG,5,mfa_textgrid_phone
1.010000,1.170000,S,S,sweet,1.0,2,0,0,-1,S,0,mfa_textgrid_phone
1.170000,1.230000,W,W,sweet,1.0,2,0,0,-1,W,1,mfa_textgrid_phone
1.230000,1.360000,IY1,IY1,sweet,1.0,2,0,0,-1,IY1,2,mfa_textgrid_phone
1.360000,1.510000,T,T,sweet,1.0,2,0,0,-1,T,3,mfa_textgrid_phone
1.930000,2.000000,L,L,like,1.0,3,1,1,-1,L,0,mfa_textgrid_phone
2.000000,2.060000,AY1,AY1,like,1.0,3,1,1,-1,AY1,1,mfa_textgrid_phone
2.060000,2.110000,K,K,like,1.0,3,1,1,-1,K,2,mfa_textgrid_phone
2.110000,2.160000,AH0,AH0,a,1.0,4,1,1,-1,AH0,0,mfa_textgrid_phone
2.160000,2.250000,B,B,box,1.0,5,1,1,-1,B,0,mfa_textgrid_phone
2.250000,2.390000,AA1,AA1,box,1.0,5,1,1,-1,AA1,1,mfa_textgrid_phone
2.390000,2.450000,K,K,box,1.0,5,1,1,-1,K,2,mfa_textgrid_phone
2.450000,2.510000,S,S,box,1.0,5,1,1,-1,S,3,mfa_textgrid_phone
2.510000,2.550000,AH0,AH0,of,1.0,6,1,1,-1,AH0,0,mfa_textgrid_phone
2.550000,2.600000,V,V,of,1.0,6,1,1,-1,V,1,mfa_textgrid_phone
2.600000,2.710000,CH,CH,chocolates,1.0,7,1,1,-1,CH,0,mfa_textgrid_phone
2.710000,2.850000,AA1,AA1,chocolates,1.0,7,1,1,-1,AA1,1,mfa_textgrid_phone
2.850000,2.930000,K,K,chocolates,1.0,7,1,1,-1,K,2,mfa_textgrid_phone
2.930000,2.970000,L,L,chocolates,1.0,7,1,1,-1,L,3,mfa_textgrid_phone
2.970000,3.040000,AH0,AH0,chocolates,1.0,7,1,1,-1,AH0,4,mfa_textgrid_phone
3.040000,3.090000,T,T,chocolates,1.0,7,1,1,-1,T,5,mfa_textgrid_phone
3.090000,3.280000,S,S,chocolates,1.0,7,1,1,-1,S,6,mfa_textgrid_phone
3.350000,3.410000,AO1,AO1,or,1.0,8,1,1,-1,AO1,0,mfa_textgrid_phone
3.410000,3.480000,R,R,or,1.0,8,1,1,-1,R,1,mfa_textgrid_phone
3.480000,3.530000,AH0,AH0,a,1.0,9,1,1,-1,AH0,0,mfa_textgrid_phone
3.530000,3.680000,F,F,fancy,1.0,10,1,1,-1,F,0,mfa_textgrid_phone
3.680000,3.800000,AE1,AE1,fancy,1.0,10,1,1,-1,AE1,1,mfa_textgrid_phone
3.800000,3.850000,N,N,fancy,1.0,10,1,1,-1,N,2,mfa_textgrid_phone
3.850000,3.940000,S,S,fancy,1.0,10,1,1,-1,S,3,mfa_textgrid_phone
3.940000,3.990000,IY0,IY0,fancy,1.0,10,1,1,-1,IY0,4,mfa_textgrid_phone
3.990000,4.130000,S,S,sandwich,1.0,11,1,1,-1,S,0,mfa_textgrid_phone
4.130000,4.270000,AE1,AE1,sandwich,1.0,11,1,1,-1,AE1,1,mfa_textgrid_phone
4.270000,4.300000,N,N,sandwich,1.0,11,1,1,-1,N,2,mfa_textgrid_phone
4.300000,4.340000,D,D,sandwich,1.0,11,1,1,-1,D,3,mfa_textgrid_phone
4.340000,4.410000,W,W,sandwich,1.0,11,1,1,-1,W,4,mfa_textgrid_phone
4.410000,4.500000,IH0,IH0,sandwich,1.0,11,1,1,-1,IH0,5,mfa_textgrid_phone
4.500000,4.740000,CH,CH,sandwich,1.0,11,1,1,-1,CH,6,mfa_textgrid_phone
