ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,05_Ay,i,0,0,0.0769623,0.512984,0.48,0.545968,0.84,0.112984,0.12,1
1,1,22_MBP,prefer,1,0,0.162629,0.59865,0.568415,0.628885,1,0.11865,0.12,1
2,2,06_Eh,prefer,1,0,0.283569,0.719591,0.654081,0.785101,0.74,0.119591,0.12,1
3,3,20_FV,prefer,1,0,0.284409,0.729591,0.699356,0.759826,1,0.089591,0.12,1
4,4,24_Tongue_Th,the,2,0,0.410008,0.846029,0.818529,0.873529,0.42,0.086029,0.12,1
5,5,06_Eh,the,2,0,0.474601,0.910622,0.883123,0.938122,0.74,0.110622,0.12,1
6,6,12_Ww-Oo-,warmth,3,0,0.553548,0.98957,0.959029,1.02011,1,0.10957,0.12,1
7,7,10_Or,warmth,3,0,0.637535,1.12957,1.07101,1.18813,0.22,0.0895698,0.12,1.17993
8,8,22_MBP,warmth,3,0,0.638171,1.18111,1.15361,1.20861,1,0.101107,0.12,1.17993
9,9,24_Tongue_Th,warmth,3,0,0.669984,1.21864,1.19114,1.24614,0.42,0.098644,0.12,1.17993
10,10,09_Oh,of,4,0,0.797415,1.369,1.34144,1.39657,0.82,0.0890036,0.12,1.17993
11,11,20_FV,of,4,0,0.820779,1.39657,1.36907,1.42407,1,0.116571,0.12,1.17993
12,12,06_Eh,red,5,0,0.965846,1.56774,1.50918,1.6263,0.74,0.0877414,0.12,1.17993
13,13,12_Ww-Oo-,what,6,1,1.47024,2.12378,2.09628,2.15128,1,0.0837789,0.12,1.01775
14,14,07_Aa,what,6,1,1.53071,2.18532,2.15735,2.2133,0.86,0.105322,0.12,1.01775
15,15,07_Aa,about,7,1,1.62371,2.28311,2.25561,2.31061,0.86,-0.663768,0.15,1.0355
16,16,22_MBP,about,7,1,1.6741,2.33529,2.30398,2.3666,1,-0.611587,0.15,1.0355
17,17,11_Oo,about,7,1,1.76984,2.43443,2.37964,2.48922,0.94,-0.512444,0.15,1.0355
18,18,11_Oo,you,8,1,1.94728,2.61817,2.54702,2.68933,0.94,-0.328704,0.15,1.0355
