word_index,word,start,end,speech_region_index,sentence_index
0,the,0.480000,0.560000,0,-1
1,neural,0.560000,0.910000,0,-1
2,matcher,0.910000,1.440000,0,-1
3,aligns,1.470000,2.030000,0,-1
4,the,2.030000,2.190000,0,-1
5,animation,2.190000,2.860000,0,-1
6,with,2.860000,3.060000,0,-1
7,the,3.060000,3.150000,0,-1
8,spoken,3.150000,3.740000,0,-1
9,words,3.740000,4.220000,0,-1
10,ensuring,4.460000,5.020000,1,-1
11,the,5.020000,5.120000,1,-1
12,lips,5.120000,5.530000,1,-1
13,move,5.530000,5.960000,1,-1
14,in,6.020000,6.170000,1,-1
15,sync,6.170000,6.760000,1,-1
