word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,a,1,good,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,good,2,explanation,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,explanation,3,does,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,does,4,more,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,more,5,than,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,than,6,state,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
6,state,7,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
7,the,8,answer,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
8,answer,9,it,.,.,region_break,1,hard_punctuation_with_lull,0.520000,0.520000,0.520000,0.520000,0,1
9,it,10,identifies,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,identifies,11,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
11,the,12,evidence,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
12,evidence,13,connects,",",",",soft_pause,0,none,0.090000,0.090000,0.090000,0.090000,1,1
13,connects,14,each,,,none,0,none,0.030000,0.030000,0.000000,0.030000,1,1
14,each,15,step,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
15,step,16,admits,",",",",region_break,1,comma_with_lull,0.250000,0.250000,0.250000,0.250000,1,2
16,admits,17,uncertainty,,,none,0,none,0.050000,0.050000,0.000000,0.050000,2,2
17,uncertainty,18,where,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
18,where,19,it,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
19,it,20,exists,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
20,exists,21,and,",",",",region_break,1,comma_with_lull,0.260000,0.260000,0.260000,0.260000,2,3
21,and,22,leaves,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
22,leaves,23,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
23,the,24,listener,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
24,listener,25,able,,,none,0,none,0.030000,0.030000,0.000000,0.030000,3,3
25,able,26,to,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
26,to,27,repeat,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
27,repeat,28,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
28,the,29,reasoning,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
