word_index,word,start,end,speech_region_index,sentence_index
0,a,0.500000,0.580000,0,-1
1,good,0.580000,0.750000,0,-1
2,explanation,0.750000,1.450000,0,-1
3,does,1.450000,1.660000,0,-1
4,more,1.660000,1.890000,0,-1
5,than,1.890000,2.040000,0,-1
6,state,2.040000,2.330000,0,-1
7,the,2.330000,2.460000,0,-1
8,answer,2.460000,2.870000,0,-1
9,it,3.390000,3.510000,1,-1
10,identifies,3.510000,4.030000,1,-1
11,the,4.030000,4.170000,1,-1
12,evidence,4.170000,4.720000,1,-1
13,connects,4.810000,5.210000,1,-1
14,each,5.240000,5.470000,1,-1
15,step,5.470000,5.830000,1,-1
16,admits,6.080000,6.450000,2,-1
17,uncertainty,6.500000,7.090000,2,-1
18,where,7.090000,7.300000,2,-1
19,it,7.300000,7.410000,2,-1
20,exists,7.410000,7.990000,2,-1
21,and,8.250000,8.420000,3,-1
22,leaves,8.420000,8.660000,3,-1
23,the,8.660000,8.770000,3,-1
24,listener,8.770000,9.180000,3,-1
25,able,9.210000,9.490000,3,-1
26,to,9.490000,9.620000,3,-1
27,repeat,9.620000,9.980000,3,-1
28,the,9.980000,10.060000,3,-1
29,reasoning,10.060000,10.540000,3,-1
