word_index,word,start,end,speech_region_index,sentence_index
0,the,0.450000,0.520000,0,-1
1,museum,0.520000,0.930000,0,-1
2,closes,0.930000,1.370000,0,-1
3,at,1.370000,1.500000,0,-1
4,six,1.500000,2.030000,0,-1
5,but,2.530000,2.630000,1,-1
6,if,2.630000,2.750000,1,-1
7,we,2.750000,2.860000,1,-1
8,arrive,2.860000,3.160000,1,-1
9,before,3.160000,3.460000,1,-1
10,four,3.460000,3.880000,1,-1
11,we,3.880000,3.990000,1,-1
12,can,3.990000,4.150000,1,-1
13,visit,4.150000,4.400000,1,-1
14,the,4.400000,4.460000,1,-1
15,glass,4.460000,4.760000,1,-1
16,gallery,4.760000,5.300000,1,-1
17,hear,5.530000,5.730000,2,-1
18,the,5.730000,5.810000,2,-1
19,short,5.810000,6.100000,2,-1
20,lecture,6.100000,6.560000,2,-1
21,and,6.770000,6.890000,3,-1
22,still,6.890000,7.080000,3,-1
23,have,7.080000,7.240000,3,-1
24,time,7.240000,7.460000,3,-1
25,for,7.460000,7.570000,3,-1
26,coffee,7.570000,7.930000,3,-1
27,across,7.930000,8.230000,3,-1
28,the,8.230000,8.330000,3,-1
29,street,8.330000,8.670000,3,-1
