word_index,word,start,end,speech_region_index,sentence_index
0,a,0.370000,0.440000,0,-1
1,good,0.440000,0.620000,0,-1
2,explanation,0.620000,1.260000,0,-1
3,does,1.260000,1.520000,0,-1
4,more,1.520000,1.840000,0,-1
5,than,1.840000,2.000000,0,-1
6,state,2.000000,2.310000,0,-1
7,the,2.310000,2.460000,0,-1
8,answer,2.460000,2.910000,0,-1
9,it,3.310000,3.420000,1,-1
10,identifies,3.420000,4.040000,1,-1
11,the,4.040000,4.200000,1,-1
12,evidence,4.200000,4.700000,1,-1
13,connects,4.980000,5.370000,2,-1
14,each,5.400000,5.580000,2,-1
15,step,5.580000,6.000000,2,-1
16,admits,6.270000,6.630000,3,-1
17,uncertainty,6.660000,7.260000,3,-1
18,where,7.260000,7.440000,3,-1
19,it,7.440000,7.510000,3,-1
20,exists,7.510000,8.040000,3,-1
21,and,8.370000,8.530000,4,-1
22,leaves,8.530000,8.750000,4,-1
23,the,8.750000,8.850000,4,-1
24,listener,8.850000,9.210000,4,-1
25,able,9.240000,9.490000,4,-1
26,to,9.490000,9.620000,4,-1
27,repeat,9.620000,9.970000,4,-1
28,the,9.970000,10.060000,4,-1
29,reasoning,10.060000,10.560000,4,-1
