EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,09_Oh,OOO,cartoum's,0,0,0.00487163,0.0302041,0.100854,0.9,SimpleBudgetV1
1,14_ChJjSh,FVS,cartoum's,0,0,0.041896,0.0633311,0.302562,0.762,SimpleBudgetV1
2,09_Oh,OOO,cartoum's,0,0,0.0311784,0.0818433,0.324974,0.82,SimpleBudgetV1
3,22_MBP,MBP,cartoum's,0,0,0.058676,0.0820598,0.404661,1,SimpleBudgetV1
4,07_Aa,AAA,got,1,0,0.1126,0.135352,0.712943,0.86,SimpleBudgetV1
5,07_Aa,AAA,a,2,0,0.164266,0.180382,0.990973,0.86,SimpleBudgetV1
6,04_Ih,EEE,rich,3,0,0.213298,0.247531,1.32503,0.235,SimpleBudgetV1
7,14_ChJjSh,FVS,rich,3,0,0.227123,0.242923,1.35153,0.703,SimpleBudgetV1
8,03_Ee,EEE,history,4,0,0.263463,0.291534,1.59579,0.94,SimpleBudgetV1
9,14_ChJjSh,FVS,history,4,0,0.30449,0.328242,1.81931,0.703,SimpleBudgetV1
10,03_Ee,EEE,history,4,0,0.292614,0.348756,1.84414,0.86,SimpleBudgetV1
11,03_Ee,EEE,history,4,0,0.330402,0.362791,1.99315,0.86,SimpleBudgetV1
12,07_Aa,AAA,and,5,0,0.385464,0.40158,2.263,0.86,SimpleBudgetV1
13,22_MBP,MBP,beautiful,6,0,0.41106,0.4395,2.44563,1,SimpleBudgetV1
14,03_Ee,EEE,beautiful,6,0,0.429756,0.462936,2.56678,0.86,SimpleBudgetV1
15,03_Ee,EEE,beautiful,6,0,0.45135,0.512969,2.77273,0.86,SimpleBudgetV1
16,20_FV,FVS,beautiful,6,0,0.484793,0.513232,2.86964,1,SimpleBudgetV1
17,07_Aa,AAA,architecture,7,0,0.523555,0.562633,3.12314,0.86,SimpleBudgetV1
18,14_ChJjSh,FVS,architecture,7,0,0.54542,0.578916,3.23283,0.762604,SimpleBudgetV1
19,24_Tongue_Th,FVS,architecture,7,0,0.589151,0.619855,3.47628,0.42,SimpleBudgetV1
20,07_Aa,AAA,architecture,7,0,0.57659,0.649164,3.52443,0.86,SimpleBudgetV1
21,07_Aa,AAA,architecture,7,0,0.625438,0.667307,3.71706,0.94,SimpleBudgetV1
22,06_Eh,EEE,enjoy,8,1,0.704226,0.728558,4.11972,0.84,SimpleBudgetV1
23,03_Ee,EEE,enjoy,8,1,0.73551,0.780698,4.35958,0.86,SimpleBudgetV1
24,10_Or,OOO,your,9,1,0.813693,0.85451,4.79662,0.75,SimpleBudgetV1
25,06_Eh,EEE,exploration,10,1,0.852061,0.891139,5.01226,0.74,SimpleBudgetV1
26,22_MBP,MBP,exploration,10,1,0.875406,0.908902,5.13046,1,SimpleBudgetV1
27,24_Tongue_Th,FVS,exploration,10,1,0.917656,0.948361,5.3654,0.42,SimpleBudgetV1
28,07_Aa,AAA,exploration,10,1,0.905095,0.977669,5.41355,0.86,SimpleBudgetV1
29,07_Aa,AAA,exploration,10,1,0.953943,0.995813,5.60617,0.94,SimpleBudgetV1
