index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.061200,0.116200,0.171200,05_Ay,i've,0,0,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
1,0.116200,0.166200,0.216200,20_FV,i've,0,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
2,0.256500,0.324000,0.391500,06_Eh,heard,1,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
3,0.427500,0.480000,0.532500,22_MBP,burkina,2,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
4,0.806500,0.874000,0.941500,03_Ee,burkina,2,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
5,1.200000,1.250000,1.300000,20_FV,faso,3,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
6,1.356500,1.424000,1.491500,07_Aa,faso,3,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
7,1.606500,1.674000,1.741500,09_Oh,faso,3,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
8,1.816500,1.884000,1.951500,07_Aa,has,4,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
9,2.116500,2.184000,2.251500,07_Aa,lovely,5,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
10,2.240000,2.290000,2.340000,20_FV,lovely,5,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
11,2.396500,2.464000,2.531500,03_Ee,lovely,5,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
12,2.461500,2.514000,2.566500,22_MBP,markets,6,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
13,2.531500,2.599000,2.666500,07_Aa,markets,6,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
14,3.571500,3.639000,3.706500,07_Aa,got,7,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
15,3.706500,3.774000,3.841500,06_Eh,any,8,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
16,3.896500,3.964000,4.031500,03_Ee,any,8,1,1,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
17,3.982500,4.035000,4.087500,22_MBP,plans,9,1,1,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
18,4.161500,4.229000,4.296500,07_Aa,plans,9,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
