index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,05_Ay,i've,0,0,0,0.017857,0.940000,AY,0,cmu_ay
1,20_FV,i've,0,0,0,0.053571,0.960000,V,1,cmu_fv
2,06_Eh,heard,1,0,0,0.107143,0.920000,ER,1,cmu_eh_vowel
3,22_MBP,burkina,2,0,0,0.157738,1.000000,B,0,cmu_bilabial
4,03_Ee,burkina,2,0,0,0.247024,0.920000,IY,3,cmu_front_vowel
5,20_FV,faso,3,0,0,0.334821,0.960000,F,0,cmu_fv
6,07_Aa,faso,3,0,0,0.361607,0.920000,AA,1,cmu_open_vowel
7,09_Oh,faso,3,0,0,0.415179,0.500000,OW,3,cmu_oh_vowel
8,07_Aa,has,4,0,0,0.464286,0.920000,AE,1,cmu_open_vowel
9,07_Aa,lovely,5,0,0,0.532143,0.920000,AH,1,cmu_open_vowel
10,20_FV,lovely,5,0,0,0.553571,0.960000,V,2,cmu_fv
11,03_Ee,lovely,5,0,0,0.596429,0.500000,IY,4,cmu_front_vowel
12,22_MBP,markets,6,0,0,0.617347,1.000000,M,0,cmu_bilabial
13,07_Aa,markets,6,0,0,0.637755,0.920000,AA,1,cmu_open_vowel
14,07_Aa,got,7,1,1,0.785714,0.920000,AA,1,cmu_open_vowel
15,06_Eh,any,8,1,1,0.839286,0.920000,EH,0,cmu_eh_vowel
16,03_Ee,any,8,1,1,0.910714,0.500000,IY,2,cmu_front_vowel
17,22_MBP,plans,9,1,1,0.935714,1.000000,P,0,cmu_bilabial
18,07_Aa,plans,9,1,1,0.964286,0.920000,AE,2,cmu_open_vowel
