Metric,Value
CaseId,case_000003
Transcript,"I can't give you a sandwich for free, Matthew. But I can make you one. What would you like on it?"
PlannedEventCount,33
CommittedEventCount,33
MissingCommittedEventCount,0
MonotonicityViolations,0
MissingPeakCount,0
WeakPeakCount,0
WeakPeakRate,0
PeakTimingMAEMs,10.3588
EstimatedTextDurationSec,4.76394
AudioDurationSec,5.01687
EffectiveSegmentScaleMax,1.5
ScaleCapHitCount,0
CommitLeadMeanSec,0.0121398
MaxVisiblePoseGapSec,0.150002
VisiblePoseGapCountOver250ms,0
