ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,05_Ay,i,0,0,0.0915986,0.609257,0.57,0.648513,0.84,0.0892566,0.09,1
1,1,07_Aa,can't,1,0,0.295333,0.812991,0.753924,0.872057,0.94,0.0529907,0.09,1
2,2,06_Eh,give,2,0,0.522512,1.04017,0.981103,1.09924,0.74,0.0801696,0.09,1
3,3,20_FV,give,2,0,0.532735,1.05039,1.02289,1.07789,1,0.0503927,0.09,1
4,4,11_Oo,you,3,0,0.745147,1.26281,1.18102,1.34459,1,0.0628053,0.09,1
5,5,07_Aa,a,4,0,0.939976,1.45763,1.42983,1.48544,0.86,0.0576342,0.09,1
6,6,07_Aa,sandwich,5,0,1.0692,1.58685,1.54314,1.63056,0.86,0.0668539,0.09,1
7,7,07_Aa,sandwich,5,0,1.20369,1.72685,1.63935,1.81435,0.86,0.086854,0.09,1.06948
8,8,14_ChJjSh,sandwich,5,0,1.28606,1.86685,1.82136,1.91235,0.684226,0.0668541,0.09,1.12761
9,9,20_FV,for,6,0,1.36453,2.06552,2.03802,2.09302,1,0.0655197,0.09,1.13972
10,10,10_Or,for,6,0,1.43977,2.15799,2.12616,2.18982,0.22,0.077992,0.09,1.14456
11,11,20_FV,free,7,0,1.53573,2.2786,2.2472,2.31,1,0.078598,0.09,1.15182
12,12,03_Ee,free,7,0,1.64023,2.40665,2.33833,2.47497,0.86,0.0866549,0.09,1.15666
13,13,22_MBP,matthew,8,1,2.19058,2.52339,2.46941,2.57737,1,0.0833933,0.09,1.5
14,14,24_Tongue_Th,matthew,8,1,2.32553,2.66339,2.60941,2.71737,0.42,0.0633936,0.09,1.5
15,15,12_Ww-Oo-,matthew,8,1,2.3945,2.79736,2.7164,2.87833,1,0.0833938,0.09,1.5
16,16,22_MBP,but,9,2,2.90178,3.17862,3.15112,3.20612,1,0.0586212,0.09,1
17,17,18_Uh,but,9,2,2.98029,3.25713,3.22933,3.28494,0.22,0.0571342,0.09,1
18,18,05_Ay,i,10,2,3.14059,3.41743,3.37817,3.45669,0.84,0.0574322,0.09,1
19,19,07_Aa,can,11,2,3.30743,3.60604,3.57824,3.63385,0.86,0.0860443,0.09,1
20,20,22_MBP,make,12,2,3.39885,3.71756,3.69006,3.74506,1,0.077559,0.09,1
21,21,07_Aa,make,12,2,3.50789,3.8467,3.78763,3.90577,0.86,0.0867023,0.09,1
22,22,11_Oo,you,13,2,3.73053,4.11288,4.03109,4.19466,1,0.0728817,0.09,1
23,23,09_Oh,one,14,2,3.88047,4.26282,4.22083,4.3048,0.82,0.06282,0.09,1
24,24,06_Eh,one,14,2,4.00441,4.38677,4.3088,4.46473,0.74,0.0667691,0.09,1
25,25,12_Ww-Oo-,what,15,3,4.57821,4.66508,4.63728,4.69289,1,-0.60179,0.15,1
26,26,07_Aa,what,15,3,4.65018,4.73705,4.70434,4.76977,0.86,-0.52982,0.15,1
27,27,12_Ww-Oo-,would,16,3,4.74178,4.82865,4.80115,4.85615,1,-0.438222,0.15,1
28,28,09_Oh,would,16,3,4.81375,4.90062,4.87282,4.92843,0.82,-0.366251,0.15,1
29,29,11_Oo,you,17,3,5.00967,5.09654,5.01476,5.17833,1,-0.170333,0.15,1
30,30,06_Eh,like,18,3,5.24139,5.32826,5.2692,5.38733,0.74,0.0613899,0.15,1
31,31,09_Oh,on,19,3,5.43168,5.51855,5.49074,5.54636,0.82,0.251675,0.15,1
32,32,04_Ih,it,20,3,5.59525,5.68212,5.65431,5.70993,0.452292,0.415244,0.15,1
