word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,please,1,listen,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,listen,2,carefully,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,carefully,3,the,.,.,region_break,1,hard_punctuation_with_lull,0.190000,0.190000,0.190000,0.190000,0,1
3,the,4,path,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
4,path,5,becomes,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
5,becomes,6,narrow,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,narrow,7,after,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,after,8,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,the,9,wooden,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,wooden,10,bridge,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
