word_index,word,start,end,speech_region_index,sentence_index
0,visit,0.120000,0.500000,0,-1
1,the,0.500000,0.600000,0,-1
2,library,0.600000,1.460000,0,-1
3,the,1.500000,1.580000,0,-1
4,market,1.580000,2.210000,0,-1
5,the,2.440000,2.520000,1,-1
6,post,2.520000,2.940000,1,-1
7,office,2.940000,3.500000,1,-1
8,the,3.680000,3.770000,2,-1
9,bank,3.770000,4.290000,2,-1
10,the,4.480000,4.570000,3,-1
11,park,4.570000,5.060000,3,-1
12,and,5.260000,5.420000,4,-1
13,the,5.420000,5.540000,4,-1
14,old,5.570000,5.860000,4,-1
15,stone,5.860000,6.270000,4,-1
16,church,6.270000,6.830000,4,-1
