EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,24_Tongue_Th,FVS,ethiopia,0,0,0.00546313,0.0248876,0.0711277,0.42,SimpleBudgetV1
1,07_Aa,AAA,ethiopia,0,0,0.0258993,0.0679856,0.220022,0.86,SimpleBudgetV1
2,22_MBP,MBP,ethiopia,0,0,0.0459308,0.0653552,0.260802,1,SimpleBudgetV1
3,07_Aa,AAA,ethiopia,0,0,0.0578687,0.083768,0.331929,0.86,SimpleBudgetV1
4,04_Ih,EEE,is,1,0,0.0942086,0.105216,0.467356,0.22,SimpleBudgetV1
5,24_Tongue_Th,FVS,the,2,0,0.113165,0.123165,0.553848,0.42,SimpleBudgetV1
6,06_Eh,EEE,the,2,0,0.127554,0.139209,0.625165,0.74,SimpleBudgetV1
7,09_Oh,OOO,only,3,0,0.144793,0.161412,0.717599,0.82,SimpleBudgetV1
8,03_Ee,EEE,only,3,0,0.164676,0.19554,0.844175,0.86,SimpleBudgetV1
9,09_Oh,OOO,country,4,0,0.224029,0.254892,1.12236,0.82,SimpleBudgetV1
10,03_Ee,EEE,country,4,0,0.250144,0.269137,1.21695,0.86,SimpleBudgetV1
11,04_Ih,EEE,in,5,0,0.277662,0.288669,1.32721,0.22,SimpleBudgetV1
12,24_Tongue_Th,FVS,the,6,0,0.296619,0.306619,1.4137,0.42,SimpleBudgetV1
13,06_Eh,EEE,the,6,0,0.311007,0.322662,1.48502,0.74,SimpleBudgetV1
14,12_Ww-Oo-,WUH,world,7,0,0.328237,0.342626,1.57219,1,SimpleBudgetV1
15,09_Oh,OOO,world,7,0,0.343525,0.366906,1.66492,0.82,SimpleBudgetV1
16,12_Ww-Oo-,WUH,with,8,0,0.373201,0.38759,1.78293,1,SimpleBudgetV1
17,04_Ih,EEE,with,8,0,0.388489,0.411871,1.87566,0.22,SimpleBudgetV1
18,24_Tongue_Th,FVS,with,8,0,0.396808,0.407599,1.88515,0.42,SimpleBudgetV1
19,20_FV,FVS,evidence,9,0,0.424528,0.443952,2.03531,1,SimpleBudgetV1
20,24_Tongue_Th,FVS,evidence,9,0,0.452248,0.470054,2.16144,0.42,SimpleBudgetV1
21,06_Eh,EEE,evidence,9,0,0.444964,0.48705,2.1842,0.74,SimpleBudgetV1
22,06_Eh,EEE,evidence,9,0,0.473291,0.497572,2.27524,0.74,SimpleBudgetV1
23,09_Oh,OOO,of,10,0,0.513273,0.524281,2.43153,0.82,SimpleBudgetV1
24,20_FV,FVS,of,10,0,0.519281,0.529281,2.45733,1,SimpleBudgetV1
25,18_Uh,AAA,human,11,0,0.541871,0.558489,2.57872,0.68,SimpleBudgetV1
26,22_MBP,MBP,human,11,0,0.554928,0.569173,2.63436,1,SimpleBudgetV1
27,07_Aa,AAA,human,11,0,0.551367,0.58223,2.65661,0.86,SimpleBudgetV1
28,22_MBP,MBP,habitation,12,0,0.604119,0.626996,2.88515,1,SimpleBudgetV1
29,24_Tongue_Th,FVS,habitation,12,0,0.630809,0.651781,3.00578,0.42,SimpleBudgetV1
30,07_Aa,AAA,habitation,12,0,0.62223,0.671799,3.03259,0.86,SimpleBudgetV1
31,07_Aa,AAA,habitation,12,0,0.655594,0.684191,3.13982,0.86,SimpleBudgetV1
32,07_Aa,AAA,dating,13,0,0.693579,0.710198,3.28979,0.86,SimpleBudgetV1
33,07_Aa,AAA,dating,13,0,0.706043,0.736907,3.38159,0.86,SimpleBudgetV1
34,22_MBP,MBP,back,14,0,0.745504,0.756295,3.5195,1,SimpleBudgetV1
35,07_Aa,AAA,back,14,0,0.760791,0.784173,3.62066,0.86,SimpleBudgetV1
36,09_Oh,OOO,over,15,0,0.790477,0.807095,3.74395,0.82,SimpleBudgetV1
37,20_FV,FVS,over,15,0,0.806502,0.820746,3.8135,1,SimpleBudgetV1
38,06_Eh,EEE,over,15,0,0.81036,0.841223,3.87053,0.74,SimpleBudgetV1
39,24_Tongue_Th,FVS,three,16,0,0.850719,0.861511,4.01266,0.42,SimpleBudgetV1
40,03_Ee,EEE,three,16,0,0.865108,0.888489,4.1096,0.86,SimpleBudgetV1
41,22_MBP,MBP,million,17,0,0.894496,0.908741,4.22593,1,SimpleBudgetV1
42,04_Ih,EEE,million,17,0,0.914676,0.94554,4.35946,0.38,SimpleBudgetV1
43,03_Ee,EEE,years,18,0,0.969424,0.992806,4.59854,0.86,SimpleBudgetV1
