EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,03_Ee,EEE,deal's,0,0,0.0248254,0.0651668,0.127838,0.86,SimpleBudgetV1
1,09_Oh,OOO,not,1,0,0.102405,0.142746,0.348248,0.82,SimpleBudgetV1
2,07_Aa,AAA,about,2,0,0.160279,0.178712,0.481552,0.86,SimpleBudgetV1
3,22_MBP,MBP,about,2,0,0.177688,0.202265,0.53974,1,SimpleBudgetV1
4,11_Oo,OOO,about,2,0,0.207386,0.250396,0.650298,0.94,SimpleBudgetV1
5,06_Eh,EEE,toes,3,0,0.282389,0.322731,0.8596,0.74,SimpleBudgetV1
6,22_MBP,MBP,mate,4,1,0.376261,0.39488,1.09544,1,SimpleBudgetV1
7,07_Aa,AAA,mate,4,1,0.402638,0.442979,1.20124,0.86,SimpleBudgetV1
8,07_Aa,AAA,sandwich,5,2,0.503801,0.533654,1.47375,0.86,SimpleBudgetV1
9,07_Aa,AAA,sandwich,5,2,0.534802,0.594507,1.60423,0.86,SimpleBudgetV1
10,14_ChJjSh,FVS,sandwich,5,2,0.579007,0.606563,1.68415,0.718393,SimpleBudgetV1
11,07_Aa,AAA,and,6,2,0.63578,0.654771,1.83328,0.86,SimpleBudgetV1
12,14_ChJjSh,FVS,chips,7,2,0.668735,0.687355,1.92639,0.709023,SimpleBudgetV1
13,04_Ih,EEE,chips,7,2,0.693561,0.733902,2.02777,0.22,SimpleBudgetV1
14,22_MBP,MBP,chips,7,2,0.713732,0.732351,2.05422,1,SimpleBudgetV1
15,24_Tongue_Th,FVS,that's,8,3,0.792087,0.810706,2.27684,0.42,SimpleBudgetV1
16,07_Aa,AAA,that's,8,3,0.816137,0.858029,2.37823,0.86,SimpleBudgetV1
17,24_Tongue_Th,FVS,the,9,3,0.869356,0.880528,2.48579,0.42,SimpleBudgetV1
18,06_Eh,EEE,the,9,3,0.89114,0.911249,2.56037,0.74,SimpleBudgetV1
19,03_Ee,EEE,deal,10,3,0.947246,0.987587,2.74852,0.86,SimpleBudgetV1
