word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,turkey's,1,sliced,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,sliced,2,ham,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,ham,3,swiss,",",",",region_break,1,comma_with_lull,0.200000,0.200000,0.200000,0.200000,0,1
3,swiss,4,cheese,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
4,cheese,5,lettuce,",",",",region_break,1,comma_with_lull,0.160000,0.160000,0.160000,0.160000,1,2
5,lettuce,6,and,",",",",soft_pause,0,none,0.060000,0.060000,0.000000,0.060000,2,2
6,and,7,tomato,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
7,tomato,8,on,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
8,on,9,rye,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
9,rye,10,ham's,.,.,region_break,1,hard_punctuation_with_lull,0.710000,0.710000,0.710000,0.710000,2,3
10,ham's,11,just,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
11,just,12,ham,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
12,ham,13,swiss,",",",",region_break,1,comma_with_lull,0.170000,0.170000,0.170000,0.170000,3,4
13,swiss,14,lettuce,",",",",region_break,1,comma_with_lull,0.150000,0.150000,0.150000,0.150000,4,5
14,lettuce,15,and,",",",",soft_pause,0,none,0.110000,0.110000,0.110000,0.110000,5,5
