word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,red,1,orange,",",",",soft_pause,0,none,0.120000,0.120000,0.120000,0.120000,0,0
1,orange,2,yellow,",",",",none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,yellow,3,green,",",",",none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,green,4,blue,",",",",none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,blue,5,indigo,",",",",region_break,1,comma_with_lull,0.220000,0.220000,0.220000,0.220000,0,1
5,indigo,6,violet,",",",",none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,violet,7,sing,.,.,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,sing,8,it,,,region_break,1,strong_acoustic_gap,0.290000,0.290000,0.180000,0.290000,1,2
8,it,9,with,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
9,with,10,me,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
