start,end,phone,word,confidence,word_index,speech_region_index,phone_index,phrase_index,sentence_index,alignment_reason
0.160000,0.230000,DH,the,1.0,0,0,0,0,-1,mfa_textgrid_phone
0.230000,0.280000,AH0,the,1.0,0,0,1,0,-1,mfa_textgrid_phone
0.280000,0.380000,T,turkey,1.0,1,0,0,0,-1,mfa_textgrid_phone
0.380000,0.490000,ER1,turkey,1.0,1,0,1,0,-1,mfa_textgrid_phone
0.490000,0.550000,K,turkey,1.0,1,0,2,0,-1,mfa_textgrid_phone
0.550000,0.620000,IY0,turkey,1.0,1,0,3,0,-1,mfa_textgrid_phone
0.620000,0.740000,S,sandwich,1.0,2,0,0,0,-1,mfa_textgrid_phone
0.740000,0.880000,AE1,sandwich,1.0,2,0,1,0,-1,mfa_textgrid_phone
0.880000,0.930000,M,sandwich,1.0,2,0,2,0,-1,mfa_textgrid_phone
0.930000,0.980000,W,sandwich,1.0,2,0,3,0,-1,mfa_textgrid_phone
0.980000,1.050000,IH0,sandwich,1.0,2,0,4,0,-1,mfa_textgrid_phone
1.050000,1.180000,CH,sandwich,1.0,2,0,5,0,-1,mfa_textgrid_phone
1.210000,1.330000,IH1,is,1.0,3,0,0,0,-1,mfa_textgrid_phone
1.330000,1.420000,Z,is,1.0,3,0,1,0,-1,mfa_textgrid_phone
1.530000,1.730000,AO1,always,1.0,4,0,0,0,-1,mfa_textgrid_phone
1.730000,1.810000,L,always,1.0,4,0,1,0,-1,mfa_textgrid_phone
1.810000,1.880000,W,always,1.0,4,0,2,0,-1,mfa_textgrid_phone
1.880000,2.010000,IY0,always,1.0,4,0,3,0,-1,mfa_textgrid_phone
2.010000,2.080000,Z,always,1.0,4,0,4,0,-1,mfa_textgrid_phone
2.080000,2.200000,AH0,a,1.0,5,0,0,0,-1,mfa_textgrid_phone
2.200000,2.350000,W,winner,1.0,6,0,0,0,-1,mfa_textgrid_phone
2.350000,2.440000,IH1,winner,1.0,6,0,1,0,-1,mfa_textgrid_phone
2.440000,2.490000,N,winner,1.0,6,0,2,0,-1,mfa_textgrid_phone
2.490000,2.800000,ER0,winner,1.0,6,0,3,0,-1,mfa_textgrid_phone
2.870000,2.970000,N,nice,1.0,7,0,0,0,-1,mfa_textgrid_phone
2.970000,3.120000,AY1,nice,1.0,7,0,1,0,-1,mfa_textgrid_phone
3.120000,3.250000,S,nice,1.0,7,0,2,0,-1,mfa_textgrid_phone
3.250000,3.340000,AE1,and,1.0,8,0,0,0,-1,mfa_textgrid_phone
3.340000,3.380000,N,and,1.0,8,0,1,0,-1,mfa_textgrid_phone
3.380000,3.430000,D,and,1.0,8,0,2,0,-1,mfa_textgrid_phone
3.430000,3.520000,S,satisfying,1.0,9,0,0,0,-1,mfa_textgrid_phone
3.520000,3.650000,AE1,satisfying,1.0,9,0,1,0,-1,mfa_textgrid_phone
3.650000,3.680000,T,satisfying,1.0,9,0,2,0,-1,mfa_textgrid_phone
3.680000,3.730000,IH0,satisfying,1.0,9,0,3,0,-1,mfa_textgrid_phone
3.730000,3.800000,S,satisfying,1.0,9,0,4,0,-1,mfa_textgrid_phone
3.800000,3.860000,F,satisfying,1.0,9,0,5,0,-1,mfa_textgrid_phone
3.860000,4.050000,AY2,satisfying,1.0,9,0,6,0,-1,mfa_textgrid_phone
4.050000,4.110000,IH0,satisfying,1.0,9,0,7,0,-1,mfa_textgrid_phone
4.110000,4.230000,NG,satisfying,1.0,9,0,8,0,-1,mfa_textgrid_phone
