word_index,word,start,end,speech_region_index,sentence_index
0,well,0.130000,0.530000,0,-1
1,we,0.870000,1.020000,1,-1
2,all,1.020000,1.230000,1,-1
3,need,1.230000,1.450000,1,-1
4,a,1.450000,1.500000,1,-1
5,bit,1.500000,1.700000,1,-1
6,of,1.700000,1.830000,1,-1
7,routine,1.830000,2.270000,1,-1
8,now,2.270000,2.500000,1,-1
9,and,2.500000,2.640000,1,-1
10,then,2.640000,2.920000,1,-1
11,want,3.540000,3.750000,2,-1
12,to,3.750000,3.810000,2,-1
13,try,3.810000,4.070000,2,-1
14,something,4.070000,4.460000,2,-1
15,new,4.460000,4.800000,2,-1
