word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,well,1,we,",",",",region_break,1,comma_with_lull,0.340000,0.340000,0.340000,0.340000,0,1
1,we,2,all,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
2,all,3,need,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
3,need,4,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
4,a,5,bit,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
5,bit,6,of,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,of,7,routine,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,routine,8,now,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,now,9,and,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,and,10,then,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,then,11,want,.,.,region_break,1,hard_punctuation_with_lull,0.620000,0.620000,0.620000,0.620000,1,2
11,want,12,to,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
12,to,13,try,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
13,try,14,something,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
14,something,15,new,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
