index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.201500,0.269000,0.336500,03_Ee,did,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
1,0.456500,0.524000,0.591500,11_Oo,you,1,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
2,0.646500,0.714000,0.781500,09_Oh,know,2,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
3,0.801500,0.869000,0.936500,07_Aa,argentina,3,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
4,1.014500,1.062000,1.109500,14_ChJjSh,argentina,3,0,0,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
5,1.286500,1.354000,1.421500,03_Ee,argentina,3,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
6,1.631500,1.699000,1.766500,07_Aa,has,4,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
7,1.861500,1.929000,1.996500,07_Aa,the,5,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
8,2.021500,2.089000,2.156500,07_Aa,largest,6,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
9,2.129500,2.177000,2.224500,14_ChJjSh,largest,6,0,0,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
10,2.327500,2.380000,2.432500,22_MBP,penguin,7,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
11,2.441500,2.509000,2.576500,06_Eh,penguin,7,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
12,2.591500,2.659000,2.726500,12_Ww-Oo-,penguin,7,0,0,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
13,2.901500,2.969000,3.036500,07_Aa,colony,8,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
14,3.226500,3.294000,3.361500,03_Ee,colony,8,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
15,3.311500,3.379000,3.446500,03_Ee,in,9,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
16,3.506500,3.574000,3.641500,07_Aa,the,10,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
17,3.596500,3.664000,3.731500,12_Ww-Oo-,world,11,0,0,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
18,3.666500,3.734000,3.801500,06_Eh,world,11,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
